Request_ID,Created_At,Category,Status,Complaint_Text,Source,Resolution_Time_Hours
4374,15-07-2025 03:00,Streetlight,Open,Overflowing garbage,Email,0.3
4375,20-03-2025 09:00,Graffiti,In Progress,Graffiti on wall,Mobile App,0.0
4376,30-12-2025 01:00,Noise,Resolved,Noise from bar at night,Mobile App,-0.033333333
4377,08-06-2025 17:00,Pothole,In Progress,Pothole near school,Twitter,0.383333333
4378,30-08-2025 23:00,Noise,In Progress,Streetlight not working,Call Center,0.4
4379,23-07-2025 11:00,Water Leak,Open,Noise from bar at night,Mobile App,0.3
4380,28-10-2025 06:00,Graffiti,In Progress,Broken footpath,Email,-0.083333333
4381,23-06-2025 03:00,Noise,Open,Noise from bar at night,Email,0.333333333
4382,14-07-2025 17:00,Pothole,Resolved,Pothole near school,Mobile App,0.183333333
4383,28-02-2025 17:00,Noise,In Progress,Pothole near school,Call Center,-0.033333333
4384,05-08-2025 13:00,Streetlight,In Progress,Noise from bar at night,Twitter,0.183333333
4385,07-11-2025 12:00,Garbage,Resolved,Illegal parking,Twitter,-0.016666667
4386,30-12-2025 06:00,Streetlight,Open,Broken footpath,Call Center,0.35
4387,01-04-2025 12:00,Garbage,In Progress,Overflowing garbage,Call Center,0.316666667
4388,12-01-2025 15:00,Noise,Resolved,Noise from bar at night,Email,0.4
4389,15-06-2025 17:00,Water Leak,In Progress,Illegal parking,Mobile App,0.05
4390,22-04-2025 05:00,Noise,Open,Streetlight not working,Twitter,0.316666667
4391,23-11-2025 01:00,Pothole,Open,Graffiti on wall,Call Center,0.0
4392,15-06-2025 21:00,Noise,Open,Overflowing garbage,Email,0.1
4393,18-07-2025 17:00,Garbage,Open,Overflowing garbage,Twitter,0.183333333
4394,07-08-2025 15:00,Streetlight,Resolved,Water leakage on road,Email,0.333333333
4395,04-07-2025 11:00,Water Leak,In Progress,Streetlight not working,Email,0.25
4396,13-09-2025 15:00,Noise,Resolved,Garbage not collected,Twitter,0.066666667
4397,21-08-2025 05:00,Noise,Open,Garbage not collected,Email,-0.066666667
4398,22-06-2025 03:00,Streetlight,Open,Pothole near school,Mobile App,0.366666667
4399,27-10-2025 13:00,Water Leak,Open,Overflowing garbage,Email,-0.083333333
4400,08-07-2025 23:00,Graffiti,Open,Noise from bar at night,Mobile App,0.116666667
4401,26-04-2025 16:00,Noise,In Progress,Overflowing garbage,Call Center,0.25
4402,17-11-2025 17:00,Noise,Open,Illegal parking,Twitter,0.25
4403,16-12-2025 10:00,Graffiti,In Progress,Broken footpath,Email,-0.083333333
4404,28-01-2025 14:00,Garbage,Open,Garbage not collected,Mobile App,0.116666667
4405,28-12-2025 07:00,Garbage,In Progress,Water leakage on road,Email,0.383333333
4406,02-12-2025 04:00,Pothole,In Progress,Noise from bar at night,Email,0.283333333
4407,25-06-2025 18:00,Streetlight,Open,Overflowing garbage,Mobile App,-0.05
4408,30-07-2025 20:00,Water Leak,Resolved,Broken footpath,Email,0.083333333
4409,02-09-2025 18:00,Noise,Resolved,Broken footpath,Twitter,0.383333333
4410,21-08-2025 13:00,Noise,Resolved,Water leakage on road,Twitter,0.266666667
4411,25-03-2025 22:00,Pothole,Resolved,Overflowing garbage,Twitter,0.166666667
4412,07-06-2025 21:00,Noise,Resolved,Streetlight not working,Twitter,0.2
4413,25-10-2025 20:00,Streetlight,Open,Illegal parking,Mobile App,0.4
4414,20-11-2025 14:00,Pothole,Open,Graffiti on wall,Email,0.316666667
4415,09-04-2025 12:00,Streetlight,Open,Water leakage on road,Mobile App,-0.066666667
4416,01-06-2025 05:00,Pothole,Open,Graffiti on wall,Email,0.2
4417,04-09-2025 15:00,Noise,Open,Overflowing garbage,Call Center,0.183333333
4418,25-08-2025 11:00,Pothole,Open,Broken footpath,Email,-0.083333333
4419,04-10-2025 14:00,Garbage,In Progress,Water leakage on road,Email,0.366666667
4420,13-07-2025 19:00,Water Leak,In Progress,Illegal parking,Twitter,-0.033333333
4421,26-01-2025 09:00,Noise,Open,Graffiti on wall,Email,0.283333333
4422,27-11-2025 20:00,Graffiti,Open,Garbage not collected,Call Center,0.233333333
4423,11-06-2025 02:00,Water Leak,In Progress,Pothole near school,Mobile App,0.25
4424,16-01-2025 11:00,Noise,In Progress,Garbage not collected,Twitter,0.0
4425,19-10-2025 14:00,Water Leak,Open,Graffiti on wall,Call Center,0.25
4426,26-01-2025 15:00,Garbage,In Progress,Graffiti on wall,Call Center,-0.016666667
4427,15-10-2025 23:00,Water Leak,Resolved,Overflowing garbage,Call Center,0.4
4428,08-09-2025 10:00,Pothole,Resolved,Garbage not collected,Mobile App,0.233333333
4429,04-04-2025 21:00,Water Leak,Resolved,Garbage not collected,Mobile App,0.4
4430,25-07-2025 22:00,Noise,In Progress,Noise from bar at night,Call Center,0.05
4431,06-02-2025 00:00,Graffiti,Open,Noise from bar at night,Mobile App,0.25
4432,22-02-2025 20:00,Graffiti,Open,Garbage not collected,Email,0.316666667
4433,07-11-2025 14:00,Streetlight,Open,Overflowing garbage,Email,0.4
4434,10-07-2025 11:00,Water Leak,In Progress,Overflowing garbage,Mobile App,-0.033333333
4435,06-08-2025 21:00,Graffiti,In Progress,Graffiti on wall,Call Center,0.316666667
4436,04-04-2025 05:00,Water Leak,Resolved,Overflowing garbage,Call Center,-0.016666667
4437,18-06-2025 22:00,Graffiti,In Progress,Graffiti on wall,Twitter,0.033333333
4438,08-02-2025 23:00,Water Leak,Resolved,Streetlight not working,Call Center,0.183333333
4439,24-09-2025 10:00,Noise,Resolved,Noise from bar at night,Twitter,0.15
4440,25-11-2025 19:00,Water Leak,Open,Overflowing garbage,Twitter,0.233333333
4441,14-01-2025 13:00,Noise,In Progress,Streetlight not working,Call Center,0.116666667
4442,20-11-2025 22:00,Noise,Open,Noise from bar at night,Mobile App,0.15
4443,10-06-2025 21:00,Streetlight,Open,Pothole near school,Twitter,0.383333333
4444,24-03-2025 17:00,Graffiti,In Progress,Illegal parking,Twitter,-0.033333333
4445,25-07-2025 12:00,Pothole,In Progress,Garbage not collected,Twitter,0.2
4446,11-07-2025 19:00,Noise,Resolved,Overflowing garbage,Mobile App,0.216666667
4447,26-04-2025 18:00,Graffiti,Resolved,Water leakage on road,Mobile App,0.3
4448,20-11-2025 02:00,Garbage,Resolved,Noise from bar at night,Twitter,0.366666667
4449,19-06-2025 22:00,Water Leak,Resolved,Garbage not collected,Mobile App,0.033333333
4450,26-02-2025 23:00,Garbage,Open,Noise from bar at night,Twitter,0.133333333
4451,18-06-2025 10:00,Water Leak,Open,Broken footpath,Twitter,-0.083333333
4452,18-04-2025 07:00,Streetlight,In Progress,Graffiti on wall,Email,-0.066666667
4453,09-10-2025 10:00,Noise,Resolved,Streetlight not working,Mobile App,0.233333333
4454,07-03-2025 21:00,Pothole,Resolved,Streetlight not working,Email,0.35
4455,24-03-2025 18:00,Noise,Resolved,Illegal parking,Email,0.383333333
4456,04-04-2025 08:00,Water Leak,Open,Garbage not collected,Call Center,0.266666667
4457,15-06-2025 06:00,Pothole,In Progress,Streetlight not working,Twitter,-0.05
4458,13-11-2025 20:00,Noise,Open,Broken footpath,Twitter,0.166666667
4459,13-12-2025 16:00,Pothole,In Progress,Graffiti on wall,Twitter,0.283333333
4460,06-09-2025 16:00,Water Leak,In Progress,Pothole near school,Twitter,-0.05
4461,09-11-2025 05:00,Streetlight,Open,Pothole near school,Email,0.3
4462,20-06-2025 23:00,Streetlight,Open,Illegal parking,Email,0.0
4463,28-03-2025 12:00,Noise,In Progress,Streetlight not working,Email,0.033333333
4464,06-08-2025 23:00,Garbage,Open,Noise from bar at night,Email,0.283333333
4465,05-05-2025 18:00,Water Leak,Open,Overflowing garbage,Twitter,0.1
4466,06-06-2025 00:00,Noise,In Progress,Graffiti on wall,Mobile App,-0.016666667
4467,22-08-2025 02:00,Noise,In Progress,Garbage not collected,Mobile App,-0.016666667
4468,10-11-2025 19:00,Streetlight,Resolved,Pothole near school,Twitter,-0.05
4469,04-11-2025 03:00,Pothole,Open,Noise from bar at night,Mobile App,-0.033333333
4470,10-03-2025 12:00,Water Leak,In Progress,Pothole near school,Call Center,0.3
4471,12-05-2025 00:00,Pothole,Open,Pothole near school,Call Center,-0.016666667
4472,11-01-2025 02:00,Graffiti,Open,Noise from bar at night,Mobile App,0.383333333
4473,20-06-2025 05:00,Graffiti,In Progress,Broken footpath,Mobile App,0.316666667
4474,28-11-2025 10:00,Water Leak,Resolved,Broken footpath,Email,-0.05
4475,30-10-2025 21:00,Garbage,In Progress,Broken footpath,Twitter,0.066666667
4476,25-10-2025 02:00,Graffiti,In Progress,Graffiti on wall,Twitter,0.216666667
4477,12-10-2025 12:00,Streetlight,Open,Illegal parking,Call Center,0.3
4478,15-12-2025 10:00,Garbage,Resolved,Noise from bar at night,Mobile App,0.033333333
4479,21-09-2025 19:00,Noise,In Progress,Overflowing garbage,Mobile App,0.366666667
4480,27-05-2025 08:00,Graffiti,Open,Garbage not collected,Call Center,0.283333333
4481,04-03-2025 11:00,Streetlight,In Progress,Water leakage on road,Call Center,0.0
4482,31-03-2025 22:00,Noise,Open,Garbage not collected,Email,0.283333333
4483,04-08-2025 02:00,Garbage,In Progress,Streetlight not working,Email,0.016666667
4484,18-06-2025 07:00,Water Leak,Resolved,Graffiti on wall,Mobile App,0.0
4485,26-03-2025 19:00,Noise,In Progress,Garbage not collected,Call Center,0.116666667
4486,29-11-2025 09:00,Pothole,Open,Illegal parking,Mobile App,0.116666667
4487,05-02-2025 17:00,Water Leak,In Progress,Graffiti on wall,Call Center,0.316666667
4488,09-06-2025 07:00,Water Leak,Resolved,Broken footpath,Call Center,0.25
4489,10-10-2025 02:00,Garbage,Resolved,Broken footpath,Call Center,-0.016666667
4490,13-01-2025 10:00,Garbage,Resolved,Streetlight not working,Twitter,0.416666667
4491,29-10-2025 20:00,Streetlight,Resolved,Streetlight not working,Twitter,0.066666667
4492,08-02-2025 11:00,Streetlight,Open,Pothole near school,Twitter,0.35
4493,26-06-2025 08:00,Pothole,In Progress,Broken footpath,Email,0.383333333
4494,29-06-2025 10:00,Water Leak,Resolved,Broken footpath,Email,0.233333333
4495,27-04-2025 15:00,Pothole,In Progress,Noise from bar at night,Call Center,0.333333333
4496,02-10-2025 02:00,Pothole,Open,Streetlight not working,Twitter,0.066666667
4497,23-07-2025 03:00,Garbage,In Progress,Water leakage on road,Call Center,0.316666667
4498,10-08-2025 22:00,Pothole,In Progress,Water leakage on road,Twitter,0.366666667
4499,02-10-2025 06:00,Pothole,Resolved,Overflowing garbage,Email,0.166666667
4500,17-03-2025 02:00,Noise,Resolved,Water leakage on road,Email,0.416666667
4501,21-04-2025 17:00,Streetlight,Open,Graffiti on wall,Mobile App,0.35
4502,20-05-2025 10:00,Streetlight,In Progress,Streetlight not working,Call Center,0.366666667
4503,03-05-2025 21:00,Water Leak,Open,Streetlight not working,Email,-0.05
4504,09-02-2025 05:00,Streetlight,Open,Noise from bar at night,Twitter,0.316666667
4505,21-03-2025 11:00,Graffiti,Open,Garbage not collected,Email,-0.083333333
4506,21-07-2025 13:00,Water Leak,Resolved,Streetlight not working,Twitter,0.25
4507,04-12-2025 17:00,Noise,Resolved,Pothole near school,Call Center,-0.05
4508,21-02-2025 19:00,Streetlight,In Progress,Illegal parking,Call Center,0.4
4509,26-08-2025 08:00,Noise,In Progress,Illegal parking,Call Center,0.216666667
4510,03-03-2025 02:00,Streetlight,In Progress,Overflowing garbage,Email,-0.083333333
4511,14-06-2025 21:00,Streetlight,Resolved,Noise from bar at night,Email,0.033333333
4512,23-03-2025 22:00,Noise,Resolved,Streetlight not working,Call Center,0.4
4513,16-01-2025 15:00,Pothole,Open,Streetlight not working,Email,0.216666667
4514,11-01-2025 22:00,Pothole,Resolved,Broken footpath,Call Center,-0.033333333
4515,01-07-2025 18:00,Pothole,Open,Pothole near school,Call Center,0.166666667
4516,28-09-2025 22:00,Graffiti,Open,Overflowing garbage,Call Center,-0.016666667
4517,23-11-2025 09:00,Pothole,Resolved,Graffiti on wall,Mobile App,-0.016666667
4518,20-03-2025 21:00,Streetlight,Open,Graffiti on wall,Twitter,0.366666667
4519,04-12-2025 18:00,Garbage,Open,Pothole near school,Mobile App,-0.066666667
4520,10-03-2025 20:00,Noise,In Progress,Graffiti on wall,Call Center,0.283333333
4521,19-08-2025 20:00,Garbage,Open,Water leakage on road,Email,0.0
4522,12-06-2025 04:00,Graffiti,Resolved,Garbage not collected,Email,0.4
4523,25-01-2025 23:00,Garbage,Resolved,Broken footpath,Mobile App,0.35
4524,20-07-2025 15:00,Water Leak,Open,Illegal parking,Call Center,0.016666667
4525,21-03-2025 16:00,Pothole,In Progress,Pothole near school,Twitter,0.15
4526,24-12-2025 04:00,Graffiti,Resolved,Garbage not collected,Twitter,0.066666667
4527,25-06-2025 13:00,Streetlight,Resolved,Garbage not collected,Email,0.066666667
4528,01-06-2025 13:00,Pothole,In Progress,Garbage not collected,Twitter,0.216666667
4529,22-08-2025 07:00,Pothole,Open,Illegal parking,Mobile App,0.3
4530,26-09-2025 16:00,Garbage,Resolved,Noise from bar at night,Email,0.166666667
4531,23-12-2025 13:00,Water Leak,Open,Pothole near school,Twitter,0.266666667
4532,04-11-2025 14:00,Pothole,Open,Illegal parking,Call Center,0.283333333
4533,29-05-2025 17:00,Noise,Open,Illegal parking,Twitter,0.05
4534,18-11-2025 03:00,Noise,Open,Graffiti on wall,Mobile App,0.3
4535,01-02-2025 02:00,Pothole,Resolved,Noise from bar at night,Twitter,0.033333333
4536,21-12-2025 08:00,Garbage,In Progress,Garbage not collected,Twitter,0.216666667
4537,13-07-2025 01:00,Garbage,Resolved,Graffiti on wall,Mobile App,-0.083333333
4538,08-02-2025 08:00,Streetlight,In Progress,Noise from bar at night,Mobile App,0.366666667
4539,20-10-2025 00:00,Graffiti,Open,Illegal parking,Mobile App,0.183333333
4540,10-04-2025 05:00,Graffiti,In Progress,Overflowing garbage,Call Center,0.333333333
4541,31-05-2025 18:00,Graffiti,Open,Pothole near school,Twitter,0.2
4542,05-07-2025 03:00,Water Leak,Resolved,Noise from bar at night,Call Center,0.3
4543,12-01-2025 08:00,Garbage,Resolved,Graffiti on wall,Call Center,0.333333333
4544,15-03-2025 21:00,Streetlight,In Progress,Streetlight not working,Mobile App,0.15
4545,17-04-2025 03:00,Noise,Open,Overflowing garbage,Email,0.0
4546,12-05-2025 20:00,Graffiti,Open,Illegal parking,Call Center,0.266666667
4547,19-07-2025 04:00,Noise,In Progress,Illegal parking,Twitter,0.183333333
4548,09-02-2025 10:00,Noise,Open,Noise from bar at night,Mobile App,0.2
4549,22-01-2025 02:00,Pothole,Open,Broken footpath,Call Center,0.25
4550,07-10-2025 23:00,Water Leak,Open,Illegal parking,Twitter,0.216666667
4551,18-12-2025 11:00,Streetlight,Resolved,Graffiti on wall,Twitter,-0.066666667
4552,29-12-2025 09:00,Water Leak,Resolved,Water leakage on road,Twitter,0.4
4553,23-09-2025 00:00,Pothole,Resolved,Water leakage on road,Call Center,0.316666667
4554,16-11-2025 01:00,Streetlight,Open,Pothole near school,Mobile App,0.333333333
4555,30-05-2025 14:00,Streetlight,Resolved,Illegal parking,Mobile App,0.016666667
4556,19-02-2025 16:00,Garbage,Open,Graffiti on wall,Email,0.183333333
4557,03-03-2025 00:00,Water Leak,Open,Broken footpath,Twitter,0.15
4558,17-01-2025 06:00,Water Leak,In Progress,Streetlight not working,Mobile App,0.166666667
4559,22-08-2025 23:00,Garbage,Open,Water leakage on road,Email,0.35
4560,12-09-2025 10:00,Noise,Resolved,Streetlight not working,Email,0.183333333
4561,17-04-2025 16:00,Pothole,Resolved,Pothole near school,Mobile App,-0.05
4562,02-09-2025 11:00,Water Leak,Open,Streetlight not working,Mobile App,0.066666667
4563,20-02-2025 11:00,Garbage,Resolved,Illegal parking,Mobile App,0.0
4564,06-03-2025 03:00,Streetlight,Open,Illegal parking,Call Center,0.383333333
4565,27-01-2025 19:00,Graffiti,In Progress,Graffiti on wall,Mobile App,-0.066666667
4566,29-12-2025 05:00,Garbage,Open,Overflowing garbage,Mobile App,0.083333333
4567,23-02-2025 11:00,Graffiti,Open,Noise from bar at night,Call Center,0.033333333
4568,17-11-2025 00:00,Noise,In Progress,Garbage not collected,Mobile App,0.133333333
4569,03-11-2025 01:00,Pothole,Resolved,Water leakage on road,Mobile App,0.1
4570,02-07-2025 18:00,Graffiti,In Progress,Water leakage on road,Mobile App,0.233333333
4571,08-02-2025 07:00,Noise,In Progress,Broken footpath,Twitter,0.3
4572,08-04-2025 11:00,Graffiti,Open,Noise from bar at night,Call Center,0.366666667
4573,05-09-2025 02:00,Streetlight,Open,Pothole near school,Mobile App,0.016666667
4574,14-08-2025 02:00,Streetlight,In Progress,Garbage not collected,Call Center,0.2
4575,24-08-2025 23:00,Streetlight,Resolved,Garbage not collected,Email,0.316666667
4576,08-08-2025 19:00,Streetlight,In Progress,Noise from bar at night,Email,-0.016666667
4577,22-01-2025 03:00,Garbage,Resolved,Broken footpath,Call Center,0.0
4578,01-03-2025 20:00,Streetlight,In Progress,Illegal parking,Mobile App,0.116666667
4579,03-11-2025 10:00,Streetlight,In Progress,Streetlight not working,Call Center,0.4
4580,08-07-2025 04:00,Garbage,Resolved,Noise from bar at night,Twitter,-0.066666667
4581,31-05-2025 22:00,Streetlight,In Progress,Water leakage on road,Email,0.216666667
4582,03-07-2025 07:00,Noise,Open,Pothole near school,Call Center,0.333333333
4583,29-07-2025 21:00,Noise,In Progress,Broken footpath,Mobile App,0.366666667
4584,04-12-2025 23:00,Water Leak,Open,Streetlight not working,Mobile App,0.033333333
4585,04-06-2025 19:00,Noise,Resolved,Streetlight not working,Email,0.083333333
4586,23-11-2025 13:00,Pothole,Resolved,Noise from bar at night,Twitter,0.25
4587,24-02-2025 05:00,Pothole,Open,Garbage not collected,Email,0.166666667
4588,04-11-2025 02:00,Pothole,In Progress,Overflowing garbage,Mobile App,0.333333333
4589,05-08-2025 01:00,Garbage,Open,Illegal parking,Twitter,-0.083333333
4590,31-03-2025 19:00,Noise,Open,Streetlight not working,Call Center,0.316666667
4591,25-09-2025 03:00,Pothole,Resolved,Garbage not collected,Email,0.383333333
4592,23-09-2025 05:00,Water Leak,Open,Illegal parking,Call Center,0.35
4593,29-01-2025 20:00,Garbage,In Progress,Streetlight not working,Call Center,0.166666667
4594,03-03-2025 14:00,Water Leak,Open,Illegal parking,Mobile App,0.1
4595,24-09-2025 12:00,Noise,Resolved,Broken footpath,Mobile App,0.183333333
4596,19-12-2025 00:00,Streetlight,In Progress,Overflowing garbage,Twitter,0.05
4597,19-01-2025 09:00,Water Leak,Resolved,Garbage not collected,Call Center,0.333333333
4598,21-04-2025 06:00,Streetlight,Open,Water leakage on road,Twitter,0.0
4599,06-08-2025 01:00,Garbage,Open,Overflowing garbage,Twitter,0.016666667
4600,30-09-2025 05:00,Water Leak,Resolved,Graffiti on wall,Email,0.116666667
4601,14-07-2025 21:00,Water Leak,Resolved,Garbage not collected,Email,0.183333333
4602,28-10-2025 11:00,Graffiti,In Progress,Overflowing garbage,Mobile App,0.066666667
4603,21-04-2025 05:00,Garbage,Resolved,Streetlight not working,Call Center,0.083333333
4604,09-12-2025 02:00,Garbage,Resolved,Broken footpath,Twitter,0.133333333
4605,27-11-2025 13:00,Pothole,Open,Streetlight not working,Call Center,0.183333333
4606,17-08-2025 04:00,Noise,Open,Water leakage on road,Mobile App,0.166666667
4607,27-11-2025 08:00,Water Leak,Resolved,Graffiti on wall,Call Center,-0.016666667
4608,28-03-2025 16:00,Water Leak,Resolved,Broken footpath,Twitter,0.2
4609,11-09-2025 17:00,Garbage,Open,Pothole near school,Twitter,0.083333333
4610,05-11-2025 04:00,Garbage,In Progress,Graffiti on wall,Call Center,0.066666667
4611,21-11-2025 21:00,Noise,In Progress,Graffiti on wall,Call Center,0.366666667
4612,05-02-2025 21:00,Garbage,In Progress,Garbage not collected,Call Center,0.25
4613,14-12-2025 18:00,Streetlight,In Progress,Graffiti on wall,Twitter,0.25
4614,26-05-2025 14:00,Streetlight,Open,Garbage not collected,Twitter,0.266666667
4615,07-02-2025 16:00,Graffiti,Resolved,Illegal parking,Email,0.316666667
4616,22-02-2025 21:00,Streetlight,In Progress,Water leakage on road,Twitter,0.0
4617,17-01-2025 20:00,Streetlight,Open,Noise from bar at night,Call Center,0.066666667
4618,19-02-2025 08:00,Noise,Resolved,Garbage not collected,Twitter,0.083333333
4619,13-03-2025 21:00,Water Leak,In Progress,Garbage not collected,Call Center,-0.083333333
4620,19-12-2025 14:00,Streetlight,Resolved,Illegal parking,Twitter,-0.016666667
4621,31-08-2025 03:00,Graffiti,In Progress,Graffiti on wall,Twitter,-0.066666667
4622,22-08-2025 14:00,Garbage,Resolved,Graffiti on wall,Call Center,0.083333333
4623,14-06-2025 20:00,Streetlight,In Progress,Noise from bar at night,Mobile App,0.133333333
4624,08-01-2025 03:00,Graffiti,In Progress,Graffiti on wall,Email,0.3
4625,19-12-2025 17:00,Noise,Resolved,Broken footpath,Twitter,0.116666667
4626,07-04-2025 02:00,Garbage,Resolved,Overflowing garbage,Mobile App,0.283333333
4627,18-01-2025 13:00,Graffiti,Resolved,Overflowing garbage,Twitter,0.083333333
4628,19-08-2025 20:00,Streetlight,Open,Illegal parking,Twitter,0.0
4629,14-07-2025 19:00,Water Leak,Open,Illegal parking,Twitter,-0.066666667
4630,09-10-2025 04:00,Garbage,Resolved,Illegal parking,Call Center,0.216666667
4631,12-09-2025 07:00,Garbage,Open,Garbage not collected,Twitter,0.316666667
4632,03-03-2025 09:00,Water Leak,In Progress,Graffiti on wall,Mobile App,0.05
4633,16-05-2025 03:00,Garbage,Resolved,Noise from bar at night,Twitter,0.283333333
4634,01-04-2025 21:00,Streetlight,Open,Broken footpath,Twitter,0.2
4635,10-05-2025 00:00,Garbage,Resolved,Broken footpath,Twitter,0.133333333
4636,04-10-2025 22:00,Streetlight,In Progress,Broken footpath,Call Center,0.116666667
4637,03-09-2025 02:00,Water Leak,In Progress,Noise from bar at night,Call Center,0.366666667
4638,07-09-2025 06:00,Pothole,Open,Garbage not collected,Mobile App,0.1
4639,30-08-2025 14:00,Water Leak,In Progress,Water leakage on road,Call Center,0.1
4640,17-12-2025 15:00,Streetlight,Resolved,Overflowing garbage,Twitter,0.116666667
4641,17-12-2025 11:00,Noise,Open,Streetlight not working,Call Center,0.016666667
4642,19-12-2025 08:00,Water Leak,Resolved,Overflowing garbage,Email,0.166666667
4643,08-07-2025 12:00,Noise,Resolved,Noise from bar at night,Call Center,0.183333333
4644,01-10-2025 07:00,Noise,Resolved,Graffiti on wall,Twitter,0.05
4645,14-11-2025 12:00,Streetlight,In Progress,Graffiti on wall,Twitter,0.133333333
4646,26-04-2025 14:00,Streetlight,Resolved,Noise from bar at night,Email,0.4
4647,25-08-2025 09:00,Pothole,In Progress,Overflowing garbage,Call Center,0.05
4648,11-05-2025 04:00,Graffiti,Resolved,Water leakage on road,Twitter,0.0
4649,28-12-2025 07:00,Garbage,In Progress,Garbage not collected,Call Center,0.333333333
4650,26-02-2025 09:00,Water Leak,In Progress,Illegal parking,Call Center,0.4
4651,10-06-2025 14:00,Streetlight,In Progress,Overflowing garbage,Twitter,-0.083333333
4652,05-12-2025 22:00,Water Leak,Resolved,Illegal parking,Mobile App,0.3
4653,08-02-2025 12:00,Graffiti,Resolved,Illegal parking,Call Center,0.266666667
4654,01-04-2025 10:00,Graffiti,In Progress,Overflowing garbage,Email,0.316666667
4655,18-08-2025 10:00,Noise,Resolved,Streetlight not working,Mobile App,0.316666667
4656,10-04-2025 19:00,Garbage,In Progress,Streetlight not working,Mobile App,0.283333333
4657,09-12-2025 12:00,Pothole,Resolved,Water leakage on road,Call Center,0.233333333
4658,09-12-2025 18:00,Water Leak,In Progress,Illegal parking,Email,0.35
4659,18-08-2025 19:00,Garbage,In Progress,Overflowing garbage,Call Center,-0.083333333
4660,22-04-2025 06:00,Pothole,Open,Illegal parking,Twitter,0.216666667
4661,21-05-2025 05:00,Water Leak,Resolved,Water leakage on road,Twitter,0.266666667
4662,25-01-2025 12:00,Garbage,Resolved,Illegal parking,Mobile App,0.15
4663,11-05-2025 18:00,Streetlight,Open,Overflowing garbage,Email,0.183333333
4664,05-10-2025 15:00,Water Leak,In Progress,Broken footpath,Email,0.233333333
4665,20-06-2025 06:00,Garbage,In Progress,Garbage not collected,Mobile App,0.3
4666,22-12-2025 11:00,Graffiti,Open,Illegal parking,Call Center,0.366666667
4667,27-06-2025 22:00,Pothole,Open,Broken footpath,Call Center,0.033333333
4668,08-09-2025 19:00,Garbage,In Progress,Garbage not collected,Twitter,0.266666667
4669,24-01-2025 04:00,Streetlight,Resolved,Broken footpath,Call Center,0.4
4670,01-12-2025 06:00,Water Leak,Open,Noise from bar at night,Call Center,0.266666667
4671,16-08-2025 04:00,Water Leak,Open,Pothole near school,Email,-0.05
4672,29-05-2025 15:00,Water Leak,Open,Broken footpath,Mobile App,0.283333333
4673,12-06-2025 11:00,Streetlight,Open,Pothole near school,Call Center,0.1
4674,27-09-2025 21:00,Pothole,Open,Broken footpath,Mobile App,0.3
4675,09-11-2025 12:00,Water Leak,Open,Noise from bar at night,Email,0.15
4676,12-02-2025 08:00,Pothole,In Progress,Broken footpath,Mobile App,0.2
4677,27-09-2025 14:00,Garbage,In Progress,Pothole near school,Twitter,0.116666667
4678,27-03-2025 22:00,Graffiti,Open,Graffiti on wall,Twitter,-0.016666667
4679,30-06-2025 01:00,Graffiti,In Progress,Graffiti on wall,Mobile App,0.266666667
4680,26-05-2025 16:00,Pothole,Resolved,Water leakage on road,Call Center,0.183333333
4681,17-03-2025 13:00,Pothole,Resolved,Noise from bar at night,Call Center,0.366666667
4682,18-09-2025 16:00,Graffiti,Open,Overflowing garbage,Call Center,0.25
4683,07-04-2025 09:00,Water Leak,Resolved,Garbage not collected,Email,-0.05
4684,21-02-2025 07:00,Noise,Resolved,Broken footpath,Mobile App,0.216666667
4685,31-08-2025 23:00,Noise,In Progress,Pothole near school,Twitter,0.0
4686,05-05-2025 23:00,Streetlight,In Progress,Overflowing garbage,Call Center,0.35
4687,24-05-2025 08:00,Graffiti,In Progress,Illegal parking,Mobile App,0.183333333
4688,19-06-2025 00:00,Graffiti,In Progress,Streetlight not working,Email,-0.016666667
4689,13-01-2025 17:00,Streetlight,Resolved,Overflowing garbage,Twitter,0.25
4690,12-03-2025 09:00,Noise,Open,Garbage not collected,Email,-0.016666667
4691,13-06-2025 05:00,Garbage,In Progress,Noise from bar at night,Call Center,0.216666667
4692,23-10-2025 00:00,Water Leak,Resolved,Overflowing garbage,Mobile App,0.266666667
4693,25-12-2025 19:00,Water Leak,In Progress,Noise from bar at night,Mobile App,0.083333333
4694,03-05-2025 08:00,Garbage,Resolved,Noise from bar at night,Email,-0.083333333
4695,10-06-2025 22:00,Garbage,In Progress,Graffiti on wall,Twitter,0.4
4696,24-08-2025 09:00,Noise,Open,Graffiti on wall,Twitter,0.333333333
4697,16-05-2025 21:00,Streetlight,In Progress,Streetlight not working,Email,0.116666667
4698,17-03-2025 19:00,Garbage,Open,Illegal parking,Call Center,0.183333333
4699,25-02-2025 22:00,Streetlight,In Progress,Pothole near school,Twitter,0.083333333
4700,20-08-2025 16:00,Pothole,In Progress,Garbage not collected,Mobile App,0.2
4701,03-04-2025 18:00,Water Leak,In Progress,Garbage not collected,Email,-0.033333333
4702,14-02-2025 23:00,Noise,Resolved,Illegal parking,Call Center,0.333333333
4703,25-06-2025 06:00,Water Leak,Resolved,Graffiti on wall,Mobile App,0.316666667
4704,19-09-2025 16:00,Noise,Open,Overflowing garbage,Mobile App,0.066666667
4705,29-10-2025 11:00,Pothole,Open,Streetlight not working,Mobile App,0.3
