Request_ID,Sentiment_Score,Sentiment_Label
4017,0.93,positive
4018,0.77,positive
4019,-0.31,negative
4020,-0.07,neutral
4021,-0.43,negative
4022,0.49,positive
4023,-0.68,negative
4024,-0.32,negative
4025,0.21,positive
4026,0.75,positive
4027,0.27,positive
4028,0.88,positive
4029,0.86,positive
4030,0.44,positive
4031,-0.44,negative
4032,0.37,positive
4033,-0.61,negative
4034,-0.33,negative
4035,0.52,positive
4036,0.7,positive
4037,-0.17,neutral
4038,0.05,neutral
4039,-0.23,negative
4040,-0.04,neutral
4041,0.02,neutral
4042,0.38,positive
4043,0.5,positive
4044,0.95,positive
4045,-0.12,neutral
4046,-0.83,negative
4047,0.38,positive
4048,0.0,neutral
4049,0.68,positive
4050,-0.71,negative
4051,0.29,positive
4052,-0.08,neutral
4053,-0.16,neutral
4054,0.13,neutral
4055,0.37,positive
4056,0.7,positive
4057,-0.53,negative
4058,-0.41,negative
4059,0.1,neutral
4060,-0.31,negative
4061,0.14,neutral
4062,-0.6,negative
4063,-0.38,negative
4064,-0.35,negative
4065,0.98,positive
4066,0.71,positive
4067,0.68,positive
4068,0.03,neutral
4069,-0.07,neutral
4070,-0.86,negative
4071,-0.61,negative
4072,0.79,positive
4073,0.05,neutral
4074,0.97,positive
4075,0.18,neutral
4076,-0.25,negative
4077,-0.45,negative
4078,0.84,positive
4079,-0.26,negative
4080,-0.71,negative
4081,-0.44,negative
4082,0.29,positive
4083,-0.73,negative
4084,-0.82,negative
4085,-0.08,neutral
4086,-0.83,negative
4087,-0.21,negative
4088,-0.35,negative
4089,-0.22,negative
4090,-0.02,neutral
4091,-0.63,negative
4092,-0.12,neutral
4093,-0.28,negative
4094,0.59,positive
4095,0.39,positive
4096,0.75,positive
4097,0.34,positive
4098,-0.76,negative
4099,0.01,neutral
4100,0.48,positive
4101,0.68,positive
4102,-0.64,negative
4103,-0.55,negative
4104,0.72,positive
4105,-0.03,neutral
4106,-0.1,neutral
4107,-0.01,neutral
4108,-0.65,negative
4109,0.26,positive
4110,0.62,positive
4111,0.67,positive
4112,-0.94,negative
4113,0.43,positive
4114,-0.82,negative
4115,0.93,positive
4116,-0.04,neutral
4117,0.55,positive
4118,0.24,positive
4119,0.9,positive
4120,0.95,positive
4121,-0.44,negative
4122,-0.03,neutral
4123,0.01,neutral
4124,-0.64,negative
4125,0.81,positive
4126,-0.3,negative
4127,-0.83,negative
4128,-0.69,negative
4129,0.03,neutral
4130,0.76,positive
4131,0.26,positive
4132,-0.57,negative
4133,-0.41,negative
4134,0.95,positive
4135,-0.89,negative
4136,0.99,positive
4137,0.81,positive
4138,0.36,positive
4139,0.89,positive
4140,-0.7,negative
4141,0.89,positive
4142,-0.57,negative
4143,0.09,neutral
4144,-0.02,neutral
4145,0.02,neutral
4146,-0.47,negative
4147,0.56,positive
4148,0.49,positive
4149,0.91,positive
4150,0.01,neutral
4151,0.1,neutral
4152,0.81,positive
4153,0.84,positive
4154,0.3,positive
4155,0.64,positive
4156,0.01,neutral
4157,-0.22,negative
4158,0.73,positive
4159,0.55,positive
4160,-0.52,negative
4161,-0.9,negative
4162,0.13,neutral
4163,0.68,positive
4164,-0.51,negative
4165,0.53,positive
4166,-0.17,neutral
4167,-0.33,negative
4168,-0.65,negative
4169,0.87,positive
4170,-0.55,negative
4171,-0.44,negative
4172,-0.34,negative
4173,-0.43,negative
4174,-0.67,negative
4175,-0.29,negative
4176,-0.06,neutral
4177,0.1,neutral
4178,-0.69,negative
4179,0.56,positive
4180,-0.38,negative
4181,0.84,positive
4182,-0.34,negative
4183,0.73,positive
4184,-0.29,negative
4185,0.01,neutral
4186,-0.26,negative
4187,-0.23,negative
4188,0.24,positive
4189,0.39,positive
4190,0.74,positive
4191,0.14,neutral
4192,-0.57,negative
4193,0.98,positive
4194,0.37,positive
4195,-0.25,negative
4196,0.94,positive
4197,0.92,positive
4198,-0.84,negative
4199,-0.96,negative
4200,-0.91,negative
4201,0.37,positive
4202,0.42,positive
4203,0.45,positive
4204,0.26,positive
4205,-0.43,negative
4206,-0.67,negative
4207,0.86,positive
4208,0.83,positive
4209,-0.52,negative
4210,-0.66,negative
4211,-0.25,negative
4212,-0.9,negative
4213,-0.68,negative
4214,-0.24,negative
4215,-0.52,negative
4216,0.47,positive
4217,0.81,positive
4218,0.82,positive
4219,0.21,positive
4220,0.41,positive
4221,-0.01,neutral
4222,-0.71,negative
4223,0.27,positive
4224,-0.3,negative
4225,-0.99,negative
4226,0.15,neutral
4227,-0.6,negative
4228,0.77,positive
4229,0.87,positive
4230,-0.68,negative
4231,-0.94,negative
4232,-0.99,negative
4233,0.83,positive
4234,-0.7,negative
4235,-0.13,neutral
4236,-0.89,negative
4237,-0.25,negative
4238,0.57,positive
4239,-0.19,neutral
4240,0.55,positive
4241,0.38,positive
4242,0.03,neutral
4243,0.48,positive
4244,0.76,positive
4245,0.59,positive
4246,0.38,positive
4247,0.4,positive
4248,-0.68,negative
4249,0.9,positive
4250,-0.59,negative
4251,-0.3,negative
4252,0.04,neutral
4253,-0.75,negative
4254,0.19,neutral
4255,-0.63,negative
4256,0.85,positive
4257,0.78,positive
4258,0.09,neutral
4259,-0.1,neutral
4260,-0.79,negative
4261,0.65,positive
4262,-0.24,negative
4263,-0.51,negative
4264,0.99,positive
4265,0.34,positive
4266,-0.85,negative
4267,0.6,positive
4268,0.5,positive
4269,-0.2,negative
4270,-0.75,negative
4271,-0.01,neutral
4272,0.53,positive
4273,-0.85,negative
4274,-0.67,negative
4275,0.24,positive
4276,0.12,neutral
4277,0.81,positive
4278,0.63,positive
4279,0.84,positive
4280,-0.07,neutral
4281,0.58,positive
4282,-0.9,negative
4283,-0.41,negative
4284,0.29,positive
4285,0.53,positive
4286,0.14,neutral
4287,-0.04,neutral
4288,-0.53,negative
4289,-0.65,negative
4290,0.75,positive
4291,-0.72,negative
4292,-0.13,neutral
4293,0.78,positive
4294,-0.7,negative
4295,-0.74,negative
4296,0.39,positive
4297,-0.34,negative
4298,-0.13,neutral
4299,0.25,positive
4300,-0.24,negative
4301,0.6,positive
4302,0.94,positive
4303,0.87,positive
4304,0.09,neutral
4305,-0.29,negative
4306,-0.13,neutral
4307,-0.34,negative
4308,-0.12,neutral
4309,-0.97,negative
4310,-0.89,negative
4311,0.54,positive
4312,-0.33,negative
4313,0.59,positive
4314,-0.04,neutral
4315,0.61,positive
4316,0.33,positive
4317,-0.6,negative
4318,-0.1,neutral
4319,0.41,positive
4320,-0.34,negative
4321,-0.61,negative
4322,0.08,neutral
4323,-0.45,negative
4324,0.19,neutral
4325,-0.46,negative
4326,0.81,positive
4327,-0.31,negative
4328,0.81,positive
4329,-0.44,negative
4330,0.21,positive
4331,-0.74,negative
4332,0.56,positive
4333,-0.6,negative
4334,0.73,positive
4335,-0.1,neutral
4336,-0.81,negative
4337,-0.27,negative
4338,0.56,positive
4339,-0.85,negative
4340,0.25,positive
4341,0.01,neutral
4342,-0.38,negative
4343,0.51,positive
4344,-0.9,negative
4345,0.0,neutral
4346,0.01,neutral
4347,-0.83,negative
4348,-0.73,negative
4349,-0.18,neutral
4350,0.07,neutral
4351,-0.89,negative
4352,-0.98,negative
4353,-0.61,negative
4354,-0.02,neutral
4355,-0.92,negative
4356,0.47,positive
4357,-0.7,negative
4358,0.55,positive
4359,-0.59,negative
4360,-0.31,negative
4361,-0.04,neutral
4362,-0.31,negative
4363,-0.95,negative
4364,0.82,positive
4365,-0.43,negative
4366,-0.73,negative
4367,-0.73,negative
4368,0.95,positive
4369,-0.75,negative
4370,-0.31,negative
4371,-0.86,negative
4372,0.47,positive
4373,0.19,neutral
4374,0.07,neutral
4375,0.71,positive
4376,0.15,neutral
4377,0.91,positive
4378,0.25,positive
4379,-0.29,negative
4380,-0.93,negative
4381,0.45,positive
4382,-0.25,negative
4383,0.2,neutral
4384,0.75,positive
4385,-0.98,negative
4386,0.52,positive
4387,-0.13,neutral
4388,-0.75,negative
4389,0.16,neutral
4390,0.07,neutral
4391,0.68,positive
4392,0.04,neutral
4393,0.65,positive
4394,0.09,neutral
4395,-0.11,neutral
4396,-0.26,negative
4397,-0.65,negative
4398,0.17,neutral
4399,0.09,neutral
4400,0.95,positive
4401,-0.18,neutral
4402,-0.16,neutral
4403,-0.67,negative
4404,0.2,neutral
4405,0.7,positive
4406,-0.5,negative
4407,-0.98,negative
4408,0.38,positive
4409,-0.94,negative
4410,-0.18,neutral
4411,0.23,positive
4412,-0.23,negative
4413,-0.48,negative
4414,0.6,positive
4415,-0.4,negative
4416,-0.64,negative
4417,-0.22,negative
4418,-0.74,negative
4419,0.38,positive
4420,0.42,positive
4421,-0.97,negative
4422,0.39,positive
4423,-0.4,negative
4424,0.31,positive
4425,0.41,positive
4426,-0.44,negative
4427,-0.63,negative
4428,0.65,positive
4429,0.48,positive
4430,0.67,positive
4431,-0.13,neutral
4432,-0.09,neutral
4433,-0.31,negative
4434,0.0,neutral
4435,0.29,positive
4436,0.63,positive
4437,-0.63,negative
4438,-0.19,neutral
4439,-0.08,neutral
4440,-0.02,neutral
4441,0.08,neutral
4442,0.6,positive
4443,0.77,positive
4444,-0.68,negative
4445,0.43,positive
4446,-0.04,neutral
4447,-0.16,neutral
4448,-0.77,negative
4449,-0.87,negative
4450,0.96,positive
4451,0.28,positive
4452,-0.1,neutral
4453,0.52,positive
4454,-0.82,negative
4455,0.21,positive
4456,0.32,positive
4457,-0.1,neutral
4458,-0.49,negative
4459,0.91,positive
4460,-0.4,negative
4461,-0.75,negative
4462,0.26,positive
4463,0.15,neutral
4464,0.51,positive
4465,0.51,positive
4466,0.24,positive
4467,-0.58,negative
4468,0.77,positive
4469,-0.5,negative
4470,-0.81,negative
4471,-0.4,negative
4472,-0.03,neutral
4473,-0.59,negative
4474,-0.33,negative
4475,0.03,neutral
4476,-0.35,negative
4477,-0.82,negative
4478,-0.61,negative
4479,0.59,positive
4480,0.91,positive
4481,-0.7,negative
4482,0.36,positive
4483,0.81,positive
4484,-0.4,negative
4485,0.66,positive
4486,0.81,positive
4487,-0.4,negative
4488,-0.89,negative
4489,0.83,positive
4490,-1.0,negative
4491,-0.97,negative
4492,-0.05,neutral
4493,-0.77,negative
4494,0.8,positive
4495,-0.69,negative
4496,-0.39,negative
4497,0.58,positive
4498,0.61,positive
4499,0.8,positive
4500,-1.0,neutral
4501,0.97,positive
4502,0.03,neutral
4503,0.58,positive
4504,-0.28,negative
4505,0.88,positive
4506,0.37,positive
4507,-0.85,negative
4508,-0.78,negative
4509,0.78,positive
4510,0.62,positive
4511,-0.34,negative
4512,0.04,neutral
4513,0.71,positive
4514,-0.79,negative
4515,-0.72,negative
4516,0.43,positive
4517,-0.84,negative
4518,-0.29,negative
4519,-0.5,negative
4520,0.52,positive
4521,-1.0,
4522,-0.77,negative
4523,-0.8,negative
4524,-0.36,negative
4525,-0.54,negative
4526,-0.54,negative
4527,-0.26,negative
4528,-0.57,negative
4529,-0.79,negative
4530,0.17,neutral
4531,0.9,positive
4532,0.21,positive
4533,0.51,positive
4534,0.94,positive
4535,-0.69,negative
4536,-0.08,neutral
4537,0.16,neutral
4538,-0.36,negative
4539,0.23,positive
4540,0.25,positive
4541,0.68,positive
4542,0.67,positive
4543,-0.71,negative
4544,-0.66,negative
4545,-0.56,negative
4546,-0.48,negative
4547,0.13,neutral
4548,-0.35,negative
4549,0.91,positive
4550,-0.76,negative
4551,-0.51,negative
4552,0.74,positive
4553,0.17,neutral
4554,0.09,neutral
4555,0.19,neutral
4556,-0.5,negative
4557,0.52,positive
4558,-0.01,neutral
4559,-0.91,negative
4560,-0.65,negative
4561,0.63,positive
4562,-0.31,negative
4563,0.55,positive
4564,0.33,positive
4565,-0.4,negative
4566,-0.75,negative
4567,0.61,positive
4568,0.29,positive
4569,-0.4,negative
4570,0.05,neutral
4571,0.22,positive
4572,-1.0,
4573,0.34,positive
4574,0.31,positive
4575,-0.83,negative
4576,0.58,positive
4577,0.65,positive
4578,-0.42,negative
4579,-0.68,negative
4580,0.37,positive
4581,-0.75,negative
4582,0.72,positive
4583,-0.04,neutral
4584,0.82,positive
4585,0.28,positive
4586,-0.43,negative
4587,-0.06,neutral
4588,0.06,neutral
4589,0.63,positive
4590,0.72,positive
4591,0.37,positive
4592,-0.41,negative
4593,0.06,neutral
4594,-0.74,negative
4595,-0.54,negative
4596,-0.39,negative
4597,-0.85,negative
4598,0.77,positive
4599,-0.75,negative
4600,0.39,positive
4601,0.01,neutral
4602,0.66,positive
4603,0.48,positive
4604,0.52,positive
4605,-0.16,neutral
4606,0.67,positive
4607,-0.81,negative
4608,-0.11,neutral
4609,0.99,positive
4610,0.9,positive
4611,-0.84,negative
4612,0.15,neutral
4613,-0.37,negative
4614,0.46,positive
4615,0.47,positive
4616,-1.0,
4617,0.69,positive
4618,-0.55,negative
4619,0.93,positive
4620,0.81,positive
4621,-0.62,negative
4622,0.27,positive
4623,-0.41,negative
4624,-0.79,negative
4625,0.75,positive
4626,-0.64,negative
4627,-0.16,neutral
4628,0.85,positive
4629,-0.85,negative
4630,0.1,neutral
4631,0.14,neutral
4632,0.53,positive
4633,0.65,positive
4634,-0.15,neutral
4635,0.49,positive
4636,0.82,positive
4637,0.77,positive
4638,0.0,neutral
4639,0.21,positive
4640,0.35,positive
4641,0.64,positive
4642,0.02,neutral
4643,-0.78,negative
4644,-0.23,negative
4645,0.44,positive
4646,0.25,positive
4647,0.51,positive
4648,0.0,neutral
4649,-0.65,negative
4650,-0.77,negative
4651,-0.04,neutral
4652,-0.59,negative
4653,0.96,positive
4654,-0.6,negative
4655,0.13,neutral
4656,-1.0,
4657,-0.49,negative
4658,-0.48,negative
4659,0.48,positive
4660,-0.01,neutral
4661,-0.98,negative
4662,-0.24,negative
4663,0.29,positive
4664,0.27,positive
4665,-0.89,negative
4666,0.86,positive
4667,-0.51,negative
4668,0.78,positive
4669,-0.57,negative
4670,0.14,neutral
4671,-0.19,neutral
4672,0.16,neutral
4673,0.0,neutral
4674,-1.0,
4675,-0.3,negative
4676,-0.98,negative
4677,0.37,positive
4678,0.71,positive
4679,-0.23,negative
4680,0.05,neutral
4681,-0.87,negative
4682,-0.23,negative
4683,-0.72,negative
4684,-0.87,negative
4685,-0.66,negative
4686,0.74,positive
4687,0.96,positive
4688,0.76,positive
4689,0.94,positive
4690,0.46,positive
4691,-0.68,negative
4692,0.13,neutral
4693,0.46,positive
4694,0.03,neutral
4695,0.11,neutral
4696,0.17,neutral
4697,-0.07,neutral
4698,-0.42,negative
4699,0.27,positive
4700,-0.89,negative
4701,-0.66,negative
4702,0.85,positive
4703,-0.02,neutral
4704,0.64,positive
4705,0.45,positive
4706,-0.36,negative
4707,0.61,positive
4708,-0.82,negative
4709,0.75,positive
4710,0.36,positive
4711,0.85,positive
4712,0.79,positive
4713,-0.24,negative
4714,0.71,positive
4715,0.13,neutral
4716,-0.69,negative
4717,0.66,positive
4718,0.82,positive
4719,-0.83,negative
4720,0.86,positive
4721,0.2,neutral
4722,-0.95,negative
4723,0.08,neutral
4724,0.59,positive
4725,0.07,neutral
4726,0.41,positive
4727,0.76,positive
4728,0.74,positive
4729,-0.64,negative
4730,-0.15,neutral
4731,-0.78,negative
4732,0.19,neutral
4733,0.91,positive
4734,-0.64,negative
4735,-0.19,neutral
4736,0.91,positive
4737,0.5,positive
4738,-0.86,negative
4739,-0.14,neutral
4740,0.98,positive
4741,-0.09,neutral
4742,0.26,positive
4743,0.4,positive
4744,0.33,positive
4745,0.04,neutral
4746,-0.73,negative
4747,0.42,positive
4748,0.87,positive
4749,0.88,positive
4750,0.19,neutral
4751,-0.02,neutral
4752,-0.33,negative
4753,-0.79,negative
4754,0.77,positive
4755,-0.73,negative
4756,-0.42,negative
4757,0.48,positive
4758,0.41,positive
4759,0.36,positive
4760,0.48,positive
4761,0.08,neutral
4762,-0.69,negative
4763,1.0,positive
4764,0.78,positive
4765,-0.14,neutral
4766,0.06,neutral
4767,-0.21,negative
4768,0.28,positive
4769,0.46,positive
4770,-0.54,negative
4771,-0.13,neutral
4772,0.28,positive
4773,0.98,positive
4774,-0.35,negative
4775,0.49,positive
4776,-0.31,negative
4777,-0.82,negative
4778,0.54,positive
4779,0.3,positive
4780,0.03,neutral
4781,0.35,positive
4782,0.76,positive
4783,0.51,positive
4784,0.72,positive
4785,-0.42,negative
4786,0.6,positive
4787,-0.28,negative
4788,-0.96,negative
4789,-0.91,negative
4790,0.46,positive
4791,-0.46,negative
4792,-0.38,negative
4793,0.25,positive
4794,0.48,positive
4795,0.12,neutral
4796,0.41,positive
4797,0.88,positive
4798,0.71,positive
4799,-0.52,negative
4800,0.81,positive
4801,-0.41,negative
4802,0.32,positive
4803,0.75,positive
4804,0.25,positive
4805,0.61,positive
4806,0.85,positive
4807,0.93,positive
4808,-0.18,neutral
4809,0.99,positive
4810,-0.46,negative
4811,-0.08,neutral
4812,0.52,positive
4813,0.94,positive
4814,-0.89,negative
4815,0.89,positive
4816,1.0,positive
4817,0.82,positive
4818,-0.78,negative
4819,0.68,positive
4820,0.28,positive
4821,-0.98,negative
4822,0.97,positive
4823,-0.7,negative
4824,-0.21,negative
4825,-0.94,negative
4826,-0.38,negative
4827,0.14,neutral
4828,0.86,positive
4829,0.98,positive
4830,-0.15,neutral
4831,-0.14,neutral
4832,-0.68,negative
4833,0.0,neutral
4834,0.88,positive
4835,-0.67,negative
4836,-0.47,negative
4837,0.78,positive
4838,0.25,positive
4839,-0.34,negative
4840,0.63,positive
4841,-0.78,negative
4842,0.72,positive
4843,0.04,neutral
4844,0.51,positive
4845,0.04,neutral
4846,-0.51,negative
4847,0.28,positive
4848,-0.69,negative
4849,-0.54,negative
4850,0.1,neutral
4851,-0.22,negative
4852,0.49,positive
4853,0.17,neutral
4854,-0.24,negative
4855,-0.35,negative
4856,0.83,positive
4857,-0.92,negative
4858,0.38,positive
4859,-0.22,negative
4860,-0.25,negative
4861,0.3,positive
4862,0.7,positive
4863,0.45,positive
4864,0.34,positive
4865,-0.01,neutral
4866,-0.06,neutral
4867,-0.08,neutral
4868,-0.71,negative
4869,0.12,neutral
4870,-0.37,negative
4871,0.24,positive
4872,0.07,neutral
4873,0.88,positive
4874,-0.13,neutral
4875,0.33,positive
4876,0.19,neutral
4877,0.37,positive
4878,-0.47,negative
4879,-0.49,negative
4880,0.12,neutral
4881,0.7,positive
4882,0.44,positive
4883,-0.02,neutral
4884,-0.49,negative
4885,0.52,positive
4886,0.85,positive
4887,-0.57,negative
4888,0.6,positive
4889,-0.66,negative
4890,0.8,positive
4891,0.28,positive
4892,-0.64,negative
4893,-0.93,negative
4894,0.39,positive
4895,0.21,positive
4896,0.22,positive
4897,-0.04,neutral
4898,0.23,positive
4899,0.75,positive
4900,0.9,positive
4901,-0.31,negative
4902,-0.02,neutral
4903,-0.45,negative
4904,-0.18,neutral
4905,0.59,positive
4906,-0.15,neutral
4907,-0.22,negative
4908,0.7,positive
4909,-1.0,
4910,0.7,positive
4911,-0.64,negative
4912,-0.45,negative
4913,-0.28,negative
4914,0.76,positive
4915,0.82,positive
4916,0.32,positive
4917,-0.12,neutral
4918,0.03,neutral
4919,0.16,neutral
4920,0.91,positive
4921,0.94,positive
4922,0.69,positive
4923,0.17,neutral
4924,-0.22,negative
4925,-0.54,negative
4926,0.07,neutral
4927,-0.31,negative
4928,-0.85,negative
4929,-0.05,neutral
4930,0.14,neutral
4931,0.22,positive
4932,-0.85,negative
4933,-0.03,neutral
4934,0.31,positive
4935,0.92,positive
4936,-0.95,negative
4937,0.35,positive
4938,-0.88,negative
4939,-0.68,negative
4940,-0.65,negative
4941,-0.34,negative
4942,0.66,positive
4943,0.71,positive
4944,-0.25,negative
4945,-0.14,neutral
4946,-0.57,negative
4947,-0.13,neutral
4948,-0.45,negative
4949,-0.65,negative
4950,-0.68,negative
4951,0.55,positive
4952,-0.77,negative
4953,0.23,positive
4954,-0.67,negative
4955,0.68,positive
4956,-0.45,negative
4957,-0.91,negative
4958,-0.1,neutral
4959,1.0,positive
4960,0.63,positive
4961,0.14,neutral
4962,-0.62,negative
4963,-0.76,negative
4964,0.68,positive
4965,0.58,positive
4966,-0.08,neutral
4967,-0.16,neutral
4968,0.5,positive
4969,0.07,neutral
4970,-0.19,neutral
4971,-0.5,negative
4972,-0.75,negative
4973,0.19,neutral
4974,0.65,positive
4975,0.49,positive
4976,0.39,positive
4977,0.86,positive
4978,-0.21,negative
4979,-0.73,negative
4980,-0.8,negative
4981,0.91,positive
4982,0.18,neutral
4983,0.62,positive
4984,0.07,neutral
4985,-0.2,negative
4986,-0.6,negative
4987,0.71,positive
4988,-0.87,negative
4989,0.8,positive
4990,-0.59,negative
4991,-0.98,negative
4992,-0.79,negative
4993,0.77,positive
4994,-0.85,negative
4995,-0.29,negative
4996,-0.5,negative
4997,-0.93,negative
4998,0.06,neutral
4999,1.0,positive
5000,0.71,positive
5001,-0.66,negative
5002,0.77,positive
5003,-0.1,neutral
5004,-0.45,negative
5005,0.28,positive
5006,-0.57,negative
5007,0.76,positive
5008,0.25,positive
5009,-0.73,negative
5010,0.14,neutral
5011,0.02,neutral
5012,-0.06,neutral
5013,-0.27,negative
5014,-0.05,neutral
5015,0.17,neutral
5016,0.47,positive
5017,0.84,positive
5018,-0.91,negative
5019,0.14,neutral
5020,0.5,positive
5021,-0.77,negative
5022,0.82,positive
5023,-0.51,negative
5024,0.67,positive
5025,0.32,positive
5026,0.12,neutral
5027,0.74,positive
5028,0.94,positive
5029,0.99,positive
5030,0.37,positive
5031,-0.32,negative
5032,0.75,positive
5033,0.31,positive
5034,-0.35,negative
5035,0.86,positive
5036,0.5,positive
5037,-0.09,neutral
5038,-0.09,neutral
5039,0.99,positive
5040,-0.25,negative
5041,-0.81,negative
5042,0.08,neutral
5043,0.77,positive
5044,0.17,neutral
5045,0.59,positive
5046,-0.89,negative
5047,0.35,positive
5048,-0.84,negative
5049,0.11,neutral
5050,0.0,neutral
5051,0.89,positive
5052,-0.74,negative
5053,-0.98,negative
5054,-0.73,negative
5055,-0.66,negative
5056,-0.5,negative
5057,0.63,positive
5058,-0.25,negative
5059,0.68,positive
5060,-0.46,negative
5061,0.72,positive
5062,-0.98,negative
5063,0.87,positive
5064,0.49,positive
5065,-0.17,neutral
5066,0.15,neutral
5067,0.87,positive
5068,0.17,neutral
5069,-0.54,negative
5070,0.15,neutral
5071,0.74,positive
5072,0.97,positive
5073,0.17,neutral
5074,-0.69,negative
5075,0.54,positive
5076,0.99,positive
5077,-0.05,neutral
5078,-0.23,negative
5079,0.11,neutral
5080,-0.67,negative
5081,0.94,positive
5082,0.68,positive
5083,-0.77,negative
5084,0.89,positive
5085,0.89,positive
5086,-0.37,negative
5087,0.24,positive
5088,-0.78,negative
5089,-0.83,negative
5090,0.0,neutral
5091,-0.9,negative
5092,0.75,positive
5093,0.86,positive
5094,-0.87,negative
5095,-0.91,negative
5096,-0.56,negative
5097,0.86,positive
5098,0.54,positive
5099,0.35,positive
5100,0.55,positive
5101,-0.6,negative
5102,-0.49,negative
5103,-0.36,negative
5104,0.21,positive
5105,0.22,positive
5106,-0.58,negative
5107,-0.13,neutral
5108,0.38,positive
5109,-0.38,negative
5110,-0.85,negative
5111,-0.61,negative
5112,-0.67,negative
5113,0.26,positive
5114,-0.86,negative
5115,0.77,positive
5116,-0.83,negative
5117,0.2,neutral
5118,0.86,positive
5119,-0.88,negative
5120,-0.23,negative
5121,-0.34,negative
5122,-0.31,negative
5123,0.2,neutral
5124,-0.48,negative
5125,-0.95,negative
5126,0.92,positive
5127,0.5,positive
5128,-0.73,negative
5129,-0.09,neutral
5130,-0.87,negative
5131,-0.94,negative
5132,-0.9,negative
5133,0.51,positive
5134,-0.11,neutral
5135,0.69,positive
5136,-0.39,negative
5137,0.55,positive
5138,-0.84,negative
5139,0.27,positive
5140,-0.28,negative
5141,-0.45,negative
5142,0.63,positive
5143,-0.9,negative
5144,0.9,positive
5145,0.57,positive
5146,-0.29,negative
5147,0.98,positive
5148,-0.6,negative
5149,-0.2,negative
5150,0.77,positive
5151,0.99,positive
5152,-0.52,negative
5153,0.49,positive
5154,-0.39,negative
5155,0.53,positive
5156,-0.75,negative
5157,-0.33,negative
5158,-0.85,negative
5159,-0.02,neutral
5160,0.4,positive
5161,-0.24,negative
5162,0.23,positive
5163,0.14,neutral
5164,-0.41,negative
5165,-0.03,neutral
5166,-0.86,negative
5167,-0.08,neutral
5168,-0.08,neutral
5169,-0.94,negative
5170,0.03,neutral
5171,0.48,positive
5172,-0.1,neutral
5173,0.29,positive
5174,0.06,neutral
5175,0.57,positive
5176,0.03,neutral
5177,-0.34,negative
5178,0.66,positive
5179,-0.86,negative
5180,-0.42,negative
5181,0.18,neutral
5182,0.71,positive
5183,-0.86,negative
5184,-0.81,negative
5185,-0.44,negative
5186,-0.31,negative
5187,0.69,positive
5188,0.92,positive
5189,-0.97,negative
5190,-0.97,negative
5191,0.73,positive
5192,-0.73,negative
5193,-0.32,negative
5194,-0.45,negative
5195,-0.44,negative
5196,-0.34,negative
5197,-0.33,negative
5198,0.24,positive
5199,0.26,positive
5200,0.05,neutral
5201,0.72,positive
5202,0.69,positive
5203,-0.57,negative
5204,0.09,neutral
5205,0.57,positive
5206,0.73,positive
5207,-0.49,negative
5208,-0.01,neutral
5209,0.05,neutral
5210,0.4,positive
5211,-0.34,negative
5212,-0.41,negative
5213,0.41,positive
5214,-0.2,negative
5215,-0.99,negative
5216,0.88,positive
5217,-0.7,negative
5218,-0.7,negative
5219,0.64,positive
5220,-0.33,negative
5221,-0.34,negative
5222,0.24,positive
5223,-0.88,negative
5224,-0.53,negative
5225,-0.89,negative
5226,-0.42,negative
5227,0.74,positive
5228,0.82,positive
5229,-0.38,negative
5230,-0.62,negative
5231,-0.73,negative
5232,-0.21,negative
5233,0.65,positive
5234,0.71,positive
5235,-0.91,negative
5236,-0.58,negative
5237,-0.59,negative
5238,0.66,positive
5239,-0.09,neutral
5240,-0.26,negative
5241,0.91,positive
5242,0.85,positive
5243,-0.12,neutral
5244,-0.74,negative
5245,-0.66,negative
5246,-0.78,negative
5247,0.36,positive
5248,0.11,neutral
5249,0.11,neutral
5250,-0.8,negative
5251,0.59,positive
5252,0.07,neutral
5253,-0.82,negative
5254,0.49,positive
5255,0.96,positive
5256,-0.12,neutral
5257,-0.77,negative
5258,-0.8,negative
5259,-0.95,negative
5260,0.54,positive
5261,0.39,positive
5262,0.17,neutral
5263,0.53,positive
5264,1.0,positive
5265,-0.2,negative
5266,0.41,positive
5267,-0.25,negative
5268,-0.3,negative
5269,0.7,positive
5270,0.15,neutral
5271,-0.76,negative
5272,-0.19,neutral
5273,0.59,positive
5274,0.88,positive
5275,0.23,positive
5276,-0.21,negative
5277,-0.5,negative
5278,-0.16,neutral
5279,0.13,neutral
5280,-0.99,negative
5281,-0.46,negative
5282,-1.0,positive
5283,0.35,positive
5284,0.31,positive
5285,0.9,positive
5286,0.14,neutral
5287,-0.46,negative
5288,0.62,positive
5289,-0.22,negative
5290,-0.52,negative
5291,0.11,neutral
5292,-0.42,negative
5293,-0.21,negative
5294,0.39,positive
5295,0.99,positive
5296,0.29,positive
5297,-0.45,negative
5298,-0.82,negative
5299,-0.28,negative
5300,-0.96,negative
5301,-0.07,neutral
5302,0.32,positive
5303,0.02,neutral
5304,0.73,positive
5305,-0.01,neutral
5306,-0.08,neutral
5307,-0.38,negative
5308,0.68,positive
5309,0.81,positive
5310,0.96,positive
5311,0.96,positive
5312,0.96,positive
5313,0.42,positive
5314,0.13,neutral
5315,-0.66,negative
5316,0.53,positive
5317,0.47,positive
5318,0.68,positive
5319,-0.08,neutral
5320,0.78,positive
5321,0.44,positive
5322,-0.66,negative
5323,-0.59,negative
5324,0.63,positive
