Request_ID,Delay_Severity,NeedScore
3347,On-Time,66.66
3348,Early,15.18
3349,Slight Delay,86.14
3350,Slight Delay,66.65
3351,Slight Delay,65.63
3352,Slight Delay,54.59
3353,On-Time,16.01
3354,On-Time,46.68
3355,On-Time,30.23
3356,On-Time,62.57
3357,On-Time,23.57
3358,Early,44.52
3359,On-Time,25.19
3360,Slight Delay,59.27
3361,On-Time,63.11
3362,On-Time,25.79
3363,On-Time,74.51
3364,Slight Delay,36.29
3365,Slight Delay,38.63
3366,Slight Delay,35.99
3367,On-Time,67.97
3368,Early,55.56
3369,On-Time,33.06
3370,Slight Delay,64.12
3371,On-Time,71.39
3372,Early,13.8
3373,Slight Delay,69.52
3374,Heavy Delay,93.4
3375,Early,12.54
3376,Heavy Delay,89.86
3377,On-Time,32.7
3378,On-Time,14.21
3379,On-Time,64.91
3380,On-Time,27.66
3381,On-Time,41.33
3382,Early,33.18
3383,Slight Delay,41.32
3384,Slight Delay,65.74
3385,Slight Delay,80.21
3386,Heavy Delay,69.04
3387,Slight Delay,43.79
3388,On-Time,14.7
3389,Early,24.36
3390,Early,47.58
3391,On-Time,35.33
3392,Slight Delay,27.05
3393,On-Time,52.91
3394,Early,58.74
3395,Slight Delay,25.49
3396,Slight Delay,75.34
3397,On-Time,66.77
3398,Slight Delay,64.07
3399,Early,56.4
3400,Slight Delay,55.01
3401,On-Time,50.03
3402,On-Time,49.97
3403,Heavy Delay,65.2
3404,Heavy Delay,67.84
3405,Early,64.92
3406,Slight Delay,64.07
3407,Early,52.56
3408,Heavy Delay,59.26
3409,On-Time,18.3
3410,Heavy Delay,69.82
3411,Early,57.36
3412,Heavy Delay,67.66
3413,Slight Delay,55.97
3414,On-Time,65.7
3415,Slight Delay,59.39
3416,Heavy Delay,77.68
3417,On-Time,21.35
3418,Slight Delay,28.19
3419,Slight Delay,56.5
3420,Slight Delay,65.03
3421,On-Time,44.51
3422,Heavy Delay,62.86
3423,Heavy Delay,49.48
3424,On-Time,29.28
3425,On-Time,17.15
3426,Slight Delay,46.01
3427,Early,12.18
3428,Heavy Delay,62.08
3429,Slight Delay,71.03
3430,Slight Delay,26.03
3431,Early,15.96
3432,Early,46.56
3433,Heavy Delay,77.08
3434,On-Time,47.7
3435,On-Time,33.35
3436,On-Time,40.73
3437,On-Time,65.1
3438,Heavy Delay,43.66
3439,On-Time,14.03
3440,Slight Delay,41.32
3441,On-Time,57.41
3442,Slight Delay,51.29
3443,Slight Delay,31.54
3444,On-Time,46.91
3445,On-Time,48.77
3446,Heavy Delay,70.24
3447,On-Time,71.15
3448,Slight Delay,30.05
3449,Heavy Delay,75.28
3450,Early,48.78
3451,On-Time,64.73
3452,Slight Delay,53.87
3453,Slight Delay,57.34
3454,Slight Delay,52.54
3455,Early,6.0
3456,Slight Delay,68.57
3457,On-Time,56.39
3458,On-Time,41.93
3459,On-Time,32.57
3460,Slight Delay,66.94
3461,On-Time,37.13
3462,Slight Delay,26.27
3463,On-Time,65.57
3464,On-Time,22.5
3465,Heavy Delay,47.08
3466,On-Time,57.83
3467,On-Time,65.57
3468,Slight Delay,66.47
3469,Slight Delay,69.29
3470,Early,10.38
3471,Slight Delay,28.85
3472,Slight Delay,80.09
3473,On-Time,30.41
3474,Slight Delay,69.83
3475,Heavy Delay,98.8
3476,Early,8.94
3477,On-Time,17.28
3478,Slight Delay,38.09
3479,Slight Delay,42.23
3480,Slight Delay,56.14
3481,Early,54.12
3482,Early,5.52
3483,Slight Delay,44.14
3484,Slight Delay,32.74
3485,On-Time,20.88
3486,Slight Delay,75.1
3487,Slight Delay,34.67
3488,Early,54.0
3489,Early,18.36
3490,Slight Delay,78.89
3491,Slight Delay,71.57
3492,Early,32.58
3493,Slight Delay,72.1
3494,Early,30.0
3495,Heavy Delay,90.4
3496,Slight Delay,28.19
3497,On-Time,23.88
3498,On-Time,61.01
3499,Early,43.56
3500,Heavy Delay,74.8
3501,Slight Delay,77.45
3502,Heavy Delay,62.62
3503,Early,27.36
3504,Heavy Delay,94.24
3505,On-Time,28.68
3506,On-Time,42.11
3507,Early,31.8
3508,Slight Delay,48.52
3509,Slight Delay,51.83
3510,Early,43.32
3511,Heavy Delay,52.48
3512,Heavy Delay,62.86
3513,Slight Delay,58.79
3514,Slight Delay,33.17
3515,On-Time,28.08
3516,On-Time,66.59
3517,Early,36.6
3518,Slight Delay,38.57
3519,Early,42.78
3520,On-Time,25.13
3521,On-Time,56.81
3522,Early,21.96
3523,On-Time,54.53
3524,Early,60.12
3525,Slight Delay,80.27
3526,On-Time,25.08
3527,Early,2.4
3528,Slight Delay,72.52
3529,On-Time,61.19
3530,Heavy Delay,39.64
3531,On-Time,34.5
3532,Slight Delay,41.69
3533,Heavy Delay,56.86
3534,On-Time,26.33
3535,Slight Delay,74.87
3536,On-Time,54.11
3537,On-Time,28.73
3538,On-Time,18.48
3539,On-Time,41.21
3540,Slight Delay,42.23
3541,On-Time,32.88
3542,On-Time,22.91
3543,Heavy Delay,43.06
3544,Slight Delay,75.52
3545,Heavy Delay,68.08
3546,On-Time,41.33
3547,On-Time,70.91
3548,Slight Delay,69.23
3549,Slight Delay,42.59
3550,Heavy Delay,92.08
3551,Slight Delay,55.49
3552,Early,36.18
3553,Heavy Delay,45.4
3554,Early,46.38
3555,Early,10.8
3556,Slight Delay,55.49
3557,Slight Delay,72.23
3558,Early,50.94
3559,Early,16.56
3560,On-Time,57.59
3561,Slight Delay,48.52
3562,Slight Delay,66.47
3563,Early,28.92
3564,Slight Delay,62.74
3565,Heavy Delay,63.82
3566,On-Time,16.43
3567,Early,45.6
3568,Slight Delay,51.1
3569,Heavy Delay,91.06
3570,On-Time,17.03
3571,Early,22.14
3572,Slight Delay,65.09
3573,On-Time,31.91
3574,On-Time,19.61
3575,Early,62.52
3576,Slight Delay,38.09
3577,On-Time,6.9
3578,Slight Delay,68.69
3579,Early,42.54
3580,Slight Delay,45.77
3581,Slight Delay,74.39
3582,On-Time,49.91
3583,Early,7.56
3584,Slight Delay,79.43
3585,On-Time,37.43
3586,Early,37.92
3587,Slight Delay,21.89
3588,Heavy Delay,67.06
3589,Early,3.96
3590,On-Time,46.86
3591,Slight Delay,43.12
3592,On-Time,67.13
3593,Heavy Delay,76.6
3594,Heavy Delay,69.82
3595,Early,2.76
3596,Slight Delay,29.69
3597,On-Time,64.08
3598,On-Time,47.03
3599,Early,50.16
3600,On-Time,49.26
3601,Heavy Delay,61.24
3602,On-Time,55.97
3603,Slight Delay,76.07
3604,Heavy Delay,96.64
3605,On-Time,51.53
3606,Slight Delay,77.69
3607,Slight Delay,26.63
3608,Heavy Delay,48.64
3609,Early,40.14
3610,Early,28.56
3611,On-Time,30.35
3612,On-Time,59.63
3613,On-Time,35.15
3614,Heavy Delay,95.62
3615,On-Time,67.97
3616,Heavy Delay,64.48
3617,Slight Delay,76.19
3618,On-Time,54.11
3619,Early,17.16
3620,Early,2.76
3621,Heavy Delay,44.86
3622,Early,22.38
3623,Heavy Delay,78.28
3624,On-Time,8.7
3625,Slight Delay,60.1
3626,Slight Delay,45.29
3627,Slight Delay,74.14
3628,Slight Delay,77.45
3629,On-Time,51.83
3630,Heavy Delay,41.2
3631,Early,39.96
3632,Slight Delay,54.94
3633,Heavy Delay,77.68
3634,Slight Delay,69.94
3635,Slight Delay,35.09
3636,Early,14.94
3637,On-Time,35.93
3638,Early,59.94
3639,Heavy Delay,60.04
3640,Slight Delay,50.45
3641,Slight Delay,69.65
3642,Slight Delay,70.85
3643,Heavy Delay,64.24
3644,Heavy Delay,74.26
3645,Slight Delay,76.79
3646,Early,40.56
3647,Heavy Delay,81.88
3648,On-Time,26.28
3649,On-Time,33.95
3650,On-Time,21.48
3651,Slight Delay,68.57
3652,On-Time,41.15
3653,Slight Delay,77.32
3654,Heavy Delay,52.06
3655,Early,62.94
3656,Slight Delay,45.89
3657,Slight Delay,64.9
3658,Heavy Delay,75.04
3659,Heavy Delay,52.24
3660,On-Time,57.71
3661,On-Time,51.95
3662,On-Time,60.41
3663,On-Time,28.61
3664,Early,32.52
3665,Early,42.54
3666,Slight Delay,57.23
3667,Heavy Delay,98.2
3668,On-Time,78.11
3669,On-Time,35.63
3670,Slight Delay,71.69
3671,Heavy Delay,51.64
3672,Early,17.94
3673,Slight Delay,91.9
3674,On-Time,72.59
3675,Slight Delay,27.47
3676,Slight Delay,86.39
3677,Early,26.4
3678,On-Time,65.03
3679,On-Time,58.37
3680,Slight Delay,33.94
3681,On-Time,20.57
3682,On-Time,43.61
3683,On-Time,44.03
3684,Slight Delay,62.99
3685,Heavy Delay,65.68
3686,Heavy Delay,56.8
3687,Slight Delay,54.1
3688,Slight Delay,69.41
3689,Slight Delay,43.49
3690,On-Time,64.55
3691,Early,20.16
3692,Slight Delay,63.05
3693,Early,62.34
3694,Slight Delay,59.03
3695,Slight Delay,74.5
3696,On-Time,64.55
3697,Heavy Delay,71.44
3698,Heavy Delay,45.04
3699,On-Time,58.55
3700,On-Time,41.57
3701,Slight Delay,73.72
3702,Heavy Delay,84.04
3703,Early,19.8
3704,Early,49.38
3705,Early,12.96
3706,Slight Delay,61.97
3707,Slight Delay,58.19
3708,Heavy Delay,86.26
3709,Slight Delay,46.79
3710,Slight Delay,64.97
3711,On-Time,66.35
3712,On-Time,47.57
3713,Slight Delay,39.89
3714,On-Time,37.73
3715,Slight Delay,31.72
3716,On-Time,18.53
3717,Slight Delay,25.67
3718,Early,24.12
3719,On-Time,54.3
3720,Heavy Delay,45.46
3721,On-Time,70.61
3722,Heavy Delay,54.46
3723,Slight Delay,36.17
3724,On-Time,60.83
3725,Heavy Delay,68.68
3726,On-Time,17.28
3727,Early,4.14
3728,Slight Delay,87.94
3729,On-Time,58.08
3730,On-Time,31.19
3731,Heavy Delay,79.06
3732,On-Time,62.1
3733,Slight Delay,76.49
3734,Slight Delay,77.69
3735,Slight Delay,50.32
3736,Slight Delay,43.12
3737,Heavy Delay,43.42
3738,On-Time,27.35
3739,Heavy Delay,43.48
3740,On-Time,57.17
3741,Heavy Delay,84.22
3742,Slight Delay,32.57
3743,Heavy Delay,87.46
3744,Early,26.58
3745,Slight Delay,78.59
3746,On-Time,61.55
3747,Early,39.6
3748,On-Time,13.01
3749,Heavy Delay,90.88
3750,Heavy Delay,85.6
3751,Heavy Delay,87.64
3752,Heavy Delay,78.82
3753,On-Time,27.41
3754,Heavy Delay,67.6
3755,Heavy Delay,79.84
3756,Heavy Delay,53.02
3757,On-Time,56.39
3758,On-Time,41.63
3759,Early,8.94
3760,Slight Delay,31.67
3761,Slight Delay,40.43
3762,On-Time,70.61
3763,On-Time,57.95
3764,Early,54.78
3765,On-Time,50.63
3766,On-Time,26.88
3767,Heavy Delay,65.68
3768,On-Time,53.21
3769,On-Time,34.97
3770,Slight Delay,33.17
3771,Slight Delay,62.81
3772,On-Time,35.39
3773,Early,24.54
3774,On-Time,57.17
3775,On-Time,33.17
3776,Slight Delay,55.54
3777,On-Time,52.86
3778,Slight Delay,55.61
3779,On-Time,59.33
3780,On-Time,38.28
3781,Early,37.56
3782,Heavy Delay,79.24
3783,Heavy Delay,88.84
3784,Slight Delay,72.7
3785,Heavy Delay,82.24
3786,Slight Delay,81.23
3787,On-Time,70.13
3788,Slight Delay,41.03
3789,On-Time,23.81
3790,On-Time,27.17
3791,Heavy Delay,44.02
3792,Slight Delay,73.85
3793,Slight Delay,56.03
3794,Slight Delay,50.92
3795,Slight Delay,64.85
3796,On-Time,46.55
3797,Slight Delay,31.07
3798,Slight Delay,82.79
3799,Slight Delay,80.92
3800,On-Time,14.7
3801,Heavy Delay,91.6
3802,Slight Delay,77.09
3803,Slight Delay,64.25
3804,Heavy Delay,61.24
3805,On-Time,18.23
3806,Heavy Delay,62.8
3807,On-Time,21.35
3808,Early,13.74
3809,On-Time,49.55
3810,Early,8.16
3811,Early,62.94
3812,Slight Delay,45.23
3813,Slight Delay,52.12
3814,Early,18.6
3815,Early,51.0
3816,On-Time,21.83
3817,Slight Delay,50.74
3818,Slight Delay,68.5
3819,Early,32.76
3820,Early,60.96
3821,Heavy Delay,53.8
3822,Slight Delay,30.65
3823,Early,33.78
3824,On-Time,46.79
3825,On-Time,24.83
3826,Early,25.38
3827,Slight Delay,59.81
3828,Heavy Delay,73.66
3829,Early,31.14
3830,On-Time,26.03
3831,On-Time,49.13
3832,Slight Delay,77.63
3833,Slight Delay,37.49
3834,Heavy Delay,44.68
3835,On-Time,70.73
3836,On-Time,24.71
3837,Slight Delay,77.45
3838,Heavy Delay,69.64
3839,On-Time,63.71
3840,Slight Delay,80.63
3841,Heavy Delay,62.8
3842,On-Time,26.63
3843,Slight Delay,50.99
3844,Slight Delay,70.19
3845,Slight Delay,57.29
3846,Slight Delay,37.54
3847,Heavy Delay,58.0
3848,Slight Delay,62.87
3849,On-Time,35.81
3850,Early,33.12
3851,On-Time,47.03
3852,On-Time,56.33
3853,Heavy Delay,47.2
3854,Slight Delay,77.57
3855,Heavy Delay,94.84
3856,Slight Delay,89.32
3857,On-Time,22.61
3858,Slight Delay,38.92
3859,Early,5.4
3860,Slight Delay,55.72
3861,Slight Delay,48.77
3862,Slight Delay,60.41
3863,Early,57.36
3864,Slight Delay,35.09
3865,Early,57.72
3866,On-Time,30.35
3867,Early,29.52
3868,Slight Delay,74.14
3869,Slight Delay,57.1
3870,On-Time,60.59
3871,Slight Delay,31.67
3872,Heavy Delay,46.0
3873,Slight Delay,41.5
3874,Early,50.16
3875,Slight Delay,65.57
3876,On-Time,62.7
3877,Slight Delay,40.49
3878,Slight Delay,68.81
3879,Heavy Delay,43.0
3880,Early,33.18
3881,Early,13.32
3882,Slight Delay,76.43
3883,Slight Delay,68.21
3884,Slight Delay,46.97
3885,On-Time,39.59
3886,Slight Delay,57.34
3887,Slight Delay,72.05
3888,Heavy Delay,76.66
3889,Early,34.56
3890,On-Time,25.37
3891,Slight Delay,75.34
3892,On-Time,47.15
3893,Slight Delay,84.59
3894,Slight Delay,34.01
3895,Slight Delay,76.61
3896,On-Time,19.43
3897,On-Time,43.43
3898,Heavy Delay,52.48
3899,On-Time,37.68
3900,Early,6.0
3901,Early,41.4
3902,Slight Delay,35.63
3903,Early,51.36
3904,On-Time,45.48
3905,On-Time,57.77
3906,Heavy Delay,86.2
3907,Slight Delay,23.09
3908,On-Time,44.15
3909,Slight Delay,79.85
3910,Slight Delay,40.12
3911,Slight Delay,26.87
3912,Heavy Delay,74.86
3913,Heavy Delay,85.42
3914,Slight Delay,88.12
3915,On-Time,23.63
3916,On-Time,57.53
3917,Early,34.92
3918,On-Time,70.79
3919,Slight Delay,44.81
3920,On-Time,49.5
3921,On-Time,54.9
3922,Slight Delay,77.32
3923,On-Time,61.26
3924,Early,43.8
3925,On-Time,65.63
3926,On-Time,69.41
3927,Slight Delay,26.87
3928,Early,59.76
3929,Slight Delay,69.34
3930,Slight Delay,34.79
3931,Slight Delay,30.17
3932,On-Time,43.55
3933,On-Time,11.46
3934,Slight Delay,73.61
3935,On-Time,67.13
3936,Heavy Delay,65.8
3937,Slight Delay,62.81
3938,On-Time,13.26
3939,Slight Delay,69.83
3940,On-Time,20.75
3941,On-Time,27.3
3942,Early,62.94
3943,On-Time,20.7
3944,Slight Delay,68.81
3945,Early,26.58
3946,On-Time,45.41
3947,On-Time,52.19
3948,On-Time,36.59
3949,Early,36.36
3950,On-Time,68.99
3951,On-Time,67.86
3952,Heavy Delay,78.22
3953,Slight Delay,26.27
3954,Heavy Delay,76.06
3955,Heavy Delay,74.68
3956,Slight Delay,45.17
3957,Slight Delay,71.5
3958,Early,19.2
3959,Slight Delay,68.69
3960,Heavy Delay,86.02
3961,Slight Delay,77.21
3962,On-Time,34.68
3963,Slight Delay,35.57
3964,Slight Delay,30.77
3965,Slight Delay,53.5
3966,On-Time,67.26
3967,On-Time,74.75
3968,Heavy Delay,39.82
3969,Early,54.72
3970,Heavy Delay,55.66
3971,Heavy Delay,50.2
3972,Heavy Delay,41.44
3973,Heavy Delay,91.06
3974,Slight Delay,52.25
3975,On-Time,19.37
3976,Slight Delay,45.89
3977,Early,53.16
3978,On-Time,73.97
3979,Heavy Delay,78.88
3980,Slight Delay,44.03
3981,Slight Delay,52.61
3982,Slight Delay,31.85
3983,On-Time,39.66
3984,Slight Delay,90.52
3985,Heavy Delay,99.4
3986,On-Time,62.75
3987,Heavy Delay,94.24
3988,On-Time,24.06
3989,On-Time,35.21
3990,On-Time,49.13
3991,On-Time,61.91
3992,Slight Delay,43.19
3993,On-Time,67.91
3994,Heavy Delay,89.08
3995,On-Time,65.7
3996,On-Time,62.93
3997,On-Time,14.1
3998,Slight Delay,61.54
3999,Early,13.8
4000,On-Time,71.81
4001,Slight Delay,51.83
4002,On-Time,40.79
4003,Early,26.76
4004,Heavy Delay,90.46
4005,Slight Delay,68.74
4006,Heavy Delay,58.6
4007,On-Time,47.7
4008,On-Time,43.43
4009,Slight Delay,74.5
4010,On-Time,17.03
4011,Heavy Delay,82.42
4012,Early,52.14
4013,Early,27.36
4014,Slight Delay,65.81
4015,Slight Delay,55.43
4016,Slight Delay,57.94
4017,On-Time,69.59
4018,Slight Delay,71.03
4019,Slight Delay,40.67
4020,On-Time,13.86
4021,On-Time,32.7
4022,Early,34.92
4023,On-Time,50.46
4024,Heavy Delay,55.06
4025,On-Time,22.26
4026,Early,47.76
4027,Slight Delay,41.03
4028,Slight Delay,73.49
4029,On-Time,64.01
4030,Slight Delay,56.74
4031,Early,29.16
4032,On-Time,33.23
4033,On-Time,46.26
4034,On-Time,29.46
4035,Slight Delay,64.3
4036,On-Time,51.66
4037,Slight Delay,36.41
4038,On-Time,11.28
4039,On-Time,31.73
4040,Slight Delay,31.37
4041,Slight Delay,23.27
4042,On-Time,37.97
4043,Early,35.52
4044,Early,58.38
4045,Slight Delay,40.3
4046,On-Time,69.11
4047,On-Time,36.59
4048,On-Time,19.31
4049,On-Time,57.35
4050,Slight Delay,67.43
4051,On-Time,32.57
4052,On-Time,24.11
4053,On-Time,24.77
4054,Slight Delay,38.14
4055,Slight Delay,45.65
4056,Slight Delay,72.34
4057,Heavy Delay,70.42
4058,Early,28.74
4059,On-Time,19.79
4060,Slight Delay,47.57
4061,On-Time,27.71
4062,Slight Delay,69.1
4063,Slight Delay,54.52
4064,Slight Delay,54.1
4065,Heavy Delay,98.8
4066,Early,48.12
4067,Early,46.32
4068,Slight Delay,28.01
4069,Slight Delay,37.3
4070,Heavy Delay,91.6
4071,On-Time,49.01
4072,Slight Delay,79.12
4073,Slight Delay,31.97
4074,On-Time,70.61
4075,Heavy Delay,50.8
4076,Heavy Delay,55.0
4077,Slight Delay,55.97
4078,On-Time,57.3
4079,On-Time,22.5
4080,Slight Delay,72.94
4081,On-Time,33.3
4082,Slight Delay,49.12
4083,On-Time,52.08
4084,Slight Delay,72.65
4085,Heavy Delay,39.28
4086,Early,53.94
4087,On-Time,30.53
4088,On-Time,34.79
4089,On-Time,21.48
4090,Slight Delay,24.65
4091,Slight Delay,64.01
4092,Early,8.58
4093,Early,18.18
4094,Heavy Delay,75.4
4095,On-Time,31.68
4096,On-Time,58.79
4097,Slight Delay,43.85
4098,Slight Delay,71.81
4099,On-Time,8.88
4100,Slight Delay,57.77
4101,Slight Delay,67.01
4102,Slight Delay,71.5
4103,Early,38.52
4104,Early,44.58
4105,On-Time,19.73
4106,On-Time,14.28
4107,On-Time,13.01
4108,Heavy Delay,76.24
4109,Slight Delay,39.05
4110,On-Time,46.86
4111,Slight Delay,70.54
4112,Slight Delay,77.09
4113,On-Time,43.73
4114,Heavy Delay,86.44
4115,On-Time,66.83
4116,On-Time,9.3
4117,On-Time,41.28
4118,Heavy Delay,48.88
4119,Heavy Delay,94.0
4120,Heavy Delay,97.0
4121,On-Time,37.43
4122,On-Time,10.08
4123,On-Time,11.63
4124,Slight Delay,70.12
4125,Slight Delay,76.19
4126,On-Time,26.28
4127,On-Time,64.97
4128,Slight Delay,71.74
4129,Slight Delay,23.87
4130,Slight Delay,71.81
4131,Slight Delay,43.19
4132,On-Time,49.37
4133,Slight Delay,53.57
4134,Slight Delay,87.34
4135,Early,58.92
4136,Slight Delay,82.85
4137,Early,54.12
4138,Early,27.12
4139,On-Time,61.68
4140,Heavy Delay,80.62
4141,Early,56.16
4142,Early,34.2
4143,Heavy Delay,42.64
4144,On-Time,8.1
4145,Heavy Delay,38.44
4146,On-Time,36.48
4147,Heavy Delay,69.46
4148,Heavy Delay,63.88
4149,On-Time,64.26
4150,On-Time,18.53
4151,Slight Delay,36.34
4152,On-Time,67.91
4153,On-Time,58.68
4154,On-Time,26.28
4155,Early,38.4
4156,On-Time,11.63
4157,Slight Delay,46.3
4158,On-Time,52.08
4159,Slight Delay,66.1
4160,Heavy Delay,67.06
4161,Slight Delay,80.21
4162,On-Time,16.08
4163,Slight Delay,64.25
4164,On-Time,48.53
4165,Slight Delay,60.77
4166,On-Time,29.51
4167,Slight Delay,43.25
4168,On-Time,51.41
4169,Early,54.96
4170,Heavy Delay,68.86
4171,Heavy Delay,65.02
4172,On-Time,34.19
4173,Early,25.8
4174,Slight Delay,70.54
4175,Heavy Delay,54.64
4176,Early,4.98
4177,Slight Delay,26.69
4178,Early,44.16
4179,Heavy Delay,70.84
4180,Slight Delay,44.87
4181,Early,53.16
4182,On-Time,34.19
4183,Early,47.94
4184,Heavy Delay,57.4
4185,On-Time,8.88
4186,Slight Delay,44.57
4187,Slight Delay,34.49
4188,Slight Delay,36.47
4189,On-Time,37.19
4190,Early,48.54
4191,Slight Delay,41.5
4192,Early,36.96
4193,Slight Delay,87.77
4194,Heavy Delay,58.06
4195,Slight Delay,35.69
4196,Early,57.78
4197,Early,60.72
4198,Slight Delay,83.5
4199,Heavy Delay,94.84
4200,Slight Delay,78.05
4201,Early,24.96
4202,Heavy Delay,62.44
4203,Early,28.38
4204,Early,16.98
4205,Slight Delay,54.77
4206,Slight Delay,69.17
4207,Slight Delay,79.19
4208,Heavy Delay,89.8
4209,Early,32.58
4210,Slight Delay,60.29
4211,Early,15.0
4212,Heavy Delay,92.62
4213,Heavy Delay,79.42
4214,Slight Delay,39.23
4215,Slight Delay,56.03
4216,On-Time,39.23
4217,Slight Delay,74.81
4218,Heavy Delay,89.2
4219,Heavy Delay,52.6
4220,On-Time,35.63
4221,Heavy Delay,39.22
4222,On-Time,56.39
4223,Early,16.2
4224,Slight Delay,42.83
4225,Slight Delay,81.47
4226,On-Time,15.9
4227,Early,36.0
4228,Slight Delay,69.65
4229,On-Time,63.23
4230,Heavy Delay,76.66
4231,Early,56.4
4232,Early,63.54
4233,Slight Delay,78.77
4234,Heavy Delay,82.0
4235,Slight Delay,31.25
4236,Slight Delay,75.47
4237,Slight Delay,41.21
4238,Slight Delay,59.03
4239,Slight Delay,41.74
4240,Slight Delay,63.34
4241,Heavy Delay,60.04
4242,On-Time,19.73
4243,Heavy Delay,63.28
4244,Heavy Delay,81.46
4245,On-Time,43.68
4246,On-Time,33.83
4247,Slight Delay,57.1
4248,Slight Delay,67.01
4249,On-Time,65.03
4250,On-Time,54.71
4251,On-Time,31.79
4252,On-Time,10.68
4253,On-Time,51.9
4254,Heavy Delay,47.26
4255,On-Time,48.83
4256,Early,55.14
4257,Slight Delay,68.87
4258,On-Time,12.3
4259,Heavy Delay,44.62
4260,Slight Delay,69.47
4261,Heavy Delay,73.48
4262,Slight Delay,47.5
4263,On-Time,48.53
4264,Early,64.92
4265,Slight Delay,43.85
4266,Heavy Delay,88.24
4267,On-Time,45.66
4268,On-Time,42.41
4269,On-Time,25.79
4270,Slight Delay,73.97
4271,Heavy Delay,39.22
4272,Early,34.56
4273,Heavy Delay,86.86
4274,Early,41.58
4275,Heavy Delay,48.88
4276,Heavy Delay,43.06
4277,On-Time,66.53
4278,Early,41.94
4279,Slight Delay,72.47
4280,Slight Delay,26.27
4281,Slight Delay,62.39
4282,Heavy Delay,88.48
4283,On-Time,35.63
4284,Heavy Delay,54.64
4285,Slight Delay,59.39
4286,Slight Delay,37.37
4287,Heavy Delay,36.88
4288,On-Time,42.83
4289,Early,41.76
4290,Heavy Delay,82.24
4291,Early,47.34
4292,Early,9.18
4293,On-Time,64.73
4294,Slight Delay,68.21
4295,On-Time,54.06
4296,Slight Delay,46.85
4297,Early,24.54
4298,On-Time,17.46
4299,On-Time,23.28
4300,Slight Delay,47.5
4301,On-Time,55.31
4302,Heavy Delay,96.4
4303,On-Time,71.51
4304,Early,6.78
4305,Early,21.54
4306,Slight Delay,40.9
4307,Slight Delay,49.37
4308,Slight Delay,40.3
4309,On-Time,69.23
4310,Slight Delay,83.74
4311,Heavy Delay,72.4
4312,On-Time,28.08
4313,Slight Delay,67.12
4314,Slight Delay,25.85
4315,Heavy Delay,71.08
4316,On-Time,34.97
4317,On-Time,53.93
4318,On-Time,14.28
4319,On-Time,31.5
4320,Slight Delay,50.74
4321,Slight Delay,65.57
4322,Heavy Delay,40.66
4323,Slight Delay,51.83
4324,Slight Delay,38.99
4325,Slight Delay,52.43
4326,Slight Delay,77.57
4327,On-Time,37.91
4328,Slight Delay,73.43
4329,On-Time,41.57
4330,Early,13.98
4331,On-Time,58.19
4332,On-Time,50.15
4333,Early,40.14
4334,Slight Delay,76.9
4335,Early,6.0
4336,Slight Delay,80.32
4337,Slight Delay,43.79
4338,Early,34.98
4339,On-Time,68.93
4340,Slight Delay,48.1
4341,Slight Delay,24.05
4342,On-Time,36.59
4343,On-Time,44.39
4344,Slight Delay,78.83
4345,Slight Delay,22.07
4346,Slight Delay,22.67
4347,Early,51.18
4348,Early,45.18
4349,Heavy Delay,50.8
4350,On-Time,20.75
4351,On-Time,60.3
4352,On-Time,78.11
4353,On-Time,50.39
4354,Slight Delay,32.92
4355,Heavy Delay,92.44
4356,Early,32.34
4357,Slight Delay,66.83
4358,Heavy Delay,71.62
4359,On-Time,53.33
4360,Slight Delay,42.05
4361,Slight Delay,24.47
4362,On-Time,28.26
4363,On-Time,73.55
4364,Slight Delay,79.54
4365,Heavy Delay,64.42
4366,On-Time,63.11
4367,On-Time,57.59
4368,Slight Delay,77.69
4369,Slight Delay,68.45
4370,On-Time,33.77
4371,Slight Delay,81.94
4372,On-Time,43.37
4373,On-Time,18.3
4374,Slight Delay,35.92
4375,On-Time,49.5
4376,Early,13.14
4377,Heavy Delay,93.22
4378,Heavy Delay,55.0
4379,Slight Delay,49.12
4380,Early,55.8
4381,Heavy Delay,61.48
4382,Slight Delay,37.07
4383,Early,16.14
4384,Slight Delay,67.07
4385,Early,64.32
4386,Heavy Delay,67.06
4387,Slight Delay,40.9
4388,Heavy Delay,85.0
4389,On-Time,20.63
4390,Slight Delay,37.3
4391,On-Time,47.7
4392,On-Time,17.57
4393,Slight Delay,61.07
4394,Heavy Delay,39.88
4395,Slight Delay,34.19
4396,On-Time,28.01
4397,Early,40.38
4398,Heavy Delay,47.44
4399,Early,5.4
4400,On-Time,73.55
4401,Slight Delay,38.39
4402,Slight Delay,37.19
4403,Early,40.2
4404,On-Time,28.55
4405,Heavy Delay,80.62
4406,Slight Delay,60.34
4407,Early,61.56
4408,On-Time,36.59
4409,Heavy Delay,95.02
4410,Slight Delay,39.77
4411,Slight Delay,34.49
4412,Slight Delay,37.25
4413,Heavy Delay,68.8
4414,Slight Delay,69.1
4415,Early,25.38
4416,Slight Delay,61.85
4417,Slight Delay,35.27
4418,Early,44.4
4419,Heavy Delay,60.04
4420,Early,29.34
4421,Slight Delay,88.54
4422,Slight Delay,49.61
4423,Slight Delay,51.59
4424,On-Time,25.5
4425,Slight Delay,52.19
4426,Early,31.92
4427,Heavy Delay,77.8
4428,Slight Delay,65.21
4429,Heavy Delay,68.8
4430,On-Time,51.23
4431,Slight Delay,35.39
4432,Slight Delay,38.5
