Request_ID,Created_At,Category,Status,Neighborhood_ID,Neighborhood_Name,Ward_Number,Latitude,Longitude,Sentiment_Score,Delay_Minutes,Transit_Route_ID,Complaint_Text,Source,Sentiment_Label,Delay_Severity,NeedScore,Month,Quarter,Day_of_Week,Resolution_Time_Hours
5026,26-12-2025 17:00,Graffiti,Resolved,6,Basavanagudi,196,12.94747329,77.67574865,0.12,19,179,Streetlight not working,Mobile App,neutral,Slight Delay,40.3,12,Q4,Friday,0.316666667
5027,17-04-2025 06:00,Noise,Open,20,HSR Layout,150,12.95071417,77.65732961,0.74,7,152,Noise from bar at night,Mobile App,positive,On-Time,60.95,4,Q2,Thursday,0.116666667
5028,26-06-2025 01:00,Streetlight,Open,17,Malleshwaram,127,12.97395641,77.70161098,0.94,11,156,Illegal parking,Twitter,positive,Slight Delay,78.47,6,Q2,Thursday,0.183333333
5029,25-01-2025 20:00,Graffiti,In Progress,5,Whitefield,142,12.87653015,77.605939,0.99,6,118,Garbage not collected,Call Center,positive,On-Time,74.57,1,Q1,Saturday,0.1
5030,10-09-2025 06:00,Noise,In Progress,17,HSR Layout,196,12.87566503,77.54567636,0.37,3,177,Noise from bar at night,Mobile App,positive,On-Time,33.23,9,Q3,Wednesday,0.05
5031,04-03-2025 17:00,Noise,Resolved,1,Koramangala,136,12.95410399,77.61052538,-0.32,21,143,Graffiti on wall,Email,negative,Heavy Delay,55.06,3,Q1,Tuesday,0.35
5032,27-09-2025 12:00,Water Leak,In Progress,5,Marathahalli,128,12.85825725,77.55498801,0.75,14,193,Pothole near school,Call Center,positive,Slight Delay,71.21,9,Q3,Saturday,0.233333333
5033,29-10-2025 12:00,Garbage,Open,5,Jayanagar,67,12.91374609,77.50292916,0.31,-3,194,Noise from bar at night,Twitter,positive,Early,21.36,10,Q4,Wednesday,-0.05
5034,06-03-2025 15:00,Water Leak,Resolved,7,Koramangala,174,12.90029419,77.61649091,-0.35,5,119,Streetlight not working,Mobile App,negative,On-Time,34.79,3,Q1,Thursday,0.083333333
5035,13-10-2025 12:00,Pothole,In Progress,16,Koramangala,157,12.97234657,77.46451417,0.86,-1,143,Broken footpath,Mobile App,positive,Early,57.12,10,Q4,Monday,-0.016666667
5036,02-03-2025 09:00,Graffiti,Resolved,18,Whitefield,114,12.85278989,77.46097259,0.5,-3,142,Pothole near school,Call Center,positive,Early,32.76,3,Q1,Sunday,-0.05
5037,06-09-2025 01:00,Noise,Open,6,Marathahalli,119,13.01893336,77.46937206,-0.09,11,106,Noise from bar at night,Call Center,neutral,Slight Delay,27.47,9,Q3,Saturday,0.183333333
5038,19-12-2025 08:00,Garbage,In Progress,2,Yelahanka,94,13.06389683,77.65178335,-0.09,18,141,Garbage not collected,Call Center,neutral,Slight Delay,37.12,12,Q4,Friday,0.3
5039,02-12-2025 02:00,Graffiti,Open,13,BTM Layout,12,13.02668538,77.57209606,0.99,3,161,Noise from bar at night,Twitter,positive,On-Time,70.43,12,Q4,Tuesday,0.05
5040,21-04-2025 19:00,Noise,Open,10,Marathahalli,52,13.05451954,77.59823455,-0.25,0,101,Garbage not collected,Email,negative,On-Time,21.9,4,Q2,Monday,0.0
5041,09-11-2025 21:00,Noise,Resolved,20,Whitefield,186,13.0108291,77.55301966,-0.81,12,185,Illegal parking,Twitter,negative,Slight Delay,72.05,11,Q4,Sunday,0.2
5042,25-11-2025 21:00,Water Leak,Resolved,11,HSR Layout,2,12.97684176,77.52609087,0.08,23,176,Streetlight not working,Mobile App,neutral,Heavy Delay,43.42,11,Q4,Tuesday,0.383333333
5043,07-11-2025 05:00,Garbage,Resolved,2,Malleshwaram,1,12.9047554,77.55749155,0.77,0,145,Graffiti on wall,Call Center,positive,On-Time,53.1,11,Q4,Friday,0.0
5044,24-04-2025 09:00,Garbage,In Progress,8,HSR Layout,55,12.91990659,77.50801345,0.17,0,137,Illegal parking,Email,neutral,On-Time,17.1,4,Q2,Thursday,0.0
5045,02-05-2025 21:00,Graffiti,In Progress,19,Koramangala,104,12.929427,77.65362737,0.59,16,194,Pothole near school,Twitter,positive,Slight Delay,64.37,5,Q2,Friday,0.266666667
5046,24-10-2025 00:00,Noise,Resolved,20,Basavanagudi,99,12.85950442,77.48052065,-0.89,4,100,Graffiti on wall,Call Center,negative,On-Time,65.81,10,Q4,Friday,0.066666667
5047,18-09-2025 00:00,Garbage,In Progress,17,Basavanagudi,162,13.07827219,77.60507021,0.35,5,146,Garbage not collected,Call Center,positive,On-Time,34.79,9,Q3,Thursday,0.083333333
5048,22-01-2025 08:00,Garbage,In Progress,16,Basavanagudi,192,13.07507568,77.5930481,-0.84,8,112,Overflowing garbage,Twitter,negative,On-Time,68.33,1,Q1,Wednesday,0.133333333
5049,09-01-2025 23:00,Graffiti,Resolved,10,Marathahalli,68,12.87694446,77.54057709,0.11,6,159,Streetlight not working,Email,neutral,On-Time,21.77,1,Q1,Thursday,0.1
5050,01-11-2025 03:00,Water Leak,Open,5,Yelahanka,82,12.98917339,77.48068682,0.0,19,180,Noise from bar at night,Call Center,neutral,Slight Delay,33.1,11,Q4,Saturday,0.316666667
5051,12-05-2025 09:00,Streetlight,In Progress,14,Yelahanka,140,12.96691032,77.66100731,0.89,14,163,Noise from bar at night,Mobile App,positive,Slight Delay,79.61,5,Q2,Monday,0.233333333
5052,07-11-2025 10:00,Pothole,In Progress,19,Yelahanka,50,13.0208535,77.62086211,-0.74,12,167,Garbage not collected,Mobile App,negative,Slight Delay,67.85,11,Q4,Friday,0.2
5053,13-03-2025 02:00,Streetlight,Open,4,Marathahalli,21,13.00075442,77.69284291,-0.98,18,154,Overflowing garbage,Call Center,negative,Slight Delay,90.52,3,Q1,Thursday,0.3
5054,07-03-2025 07:00,Garbage,Open,20,Indiranagar,10,12.88108045,77.52065711,-0.73,16,130,Water leakage on road,Twitter,negative,Slight Delay,72.77,3,Q1,Friday,0.266666667
5055,17-02-2025 00:00,Noise,Open,16,Yelahanka,85,13.01501941,77.68746923,-0.66,9,196,Water leakage on road,Email,negative,On-Time,58.91,2,Q1,Monday,0.15
5056,27-05-2025 06:00,Pothole,Resolved,15,Whitefield,104,13.00221808,77.53758372,-0.5,4,113,Overflowing garbage,Call Center,negative,On-Time,42.41,5,Q2,Tuesday,0.066666667
5057,24-11-2025 19:00,Pothole,Open,9,Jayanagar,89,12.98280591,77.48377722,0.63,-5,184,Garbage not collected,Mobile App,positive,Early,37.8,11,Q4,Monday,-0.083333333
5058,09-04-2025 13:00,Noise,Resolved,3,Indiranagar,114,12.95060157,77.49047489,-0.25,9,185,Graffiti on wall,Email,negative,On-Time,34.31,4,Q2,Wednesday,0.15
5059,21-08-2025 15:00,Pothole,Open,9,HSR Layout,115,13.08873025,77.51631754,0.68,16,104,Garbage not collected,Email,positive,Slight Delay,69.77,8,Q3,Thursday,0.266666667
5060,24-07-2025 01:00,Noise,Open,18,Basavanagudi,198,13.06235989,77.65472867,-0.46,-4,153,Graffiti on wall,Call Center,negative,Early,28.98,7,Q3,Thursday,-0.066666667
5061,27-08-2025 06:00,Pothole,Resolved,4,Indiranagar,14,12.99627124,77.52318852,0.72,14,152,Streetlight not working,Twitter,positive,Slight Delay,69.41,8,Q3,Wednesday,0.233333333
5062,08-09-2025 01:00,Graffiti,Resolved,19,BTM Layout,168,12.85159446,77.63116129,-0.98,-4,136,Garbage not collected,Twitter,negative,Early,60.18,9,Q3,Monday,-0.066666667
5063,10-07-2025 07:00,Graffiti,Open,4,Marathahalli,104,12.95803081,77.52695683,0.87,-2,195,Broken footpath,Twitter,positive,Early,56.34,7,Q3,Thursday,-0.033333333
5064,25-04-2025 05:00,Streetlight,Open,9,Indiranagar,82,13.02508493,77.55956704,0.49,17,156,Overflowing garbage,Email,positive,Slight Delay,59.74,4,Q2,Friday,0.283333333
5065,06-05-2025 20:00,Pothole,Open,1,Marathahalli,30,12.87932356,77.71691638,-0.17,18,102,Streetlight not working,Twitter,neutral,Slight Delay,41.92,5,Q2,Tuesday,0.3
5066,18-09-2025 16:00,Water Leak,In Progress,1,Jayanagar,14,12.9516374,77.60010861,0.15,8,176,Streetlight not working,Mobile App,neutral,On-Time,26.93,9,Q3,Thursday,0.133333333
5067,10-01-2025 12:00,Noise,Open,20,Koramangala,180,12.89793131,77.63007555,0.87,13,110,Noise from bar at night,Call Center,positive,Slight Delay,77.03,1,Q1,Friday,0.216666667
5068,15-12-2025 10:00,Pothole,Resolved,19,Yelahanka,110,12.93453575,77.50678305,0.17,8,141,Water leakage on road,Mobile App,neutral,On-Time,28.13,12,Q4,Monday,0.133333333
5069,13-01-2025 06:00,Graffiti,In Progress,3,HSR Layout,145,12.8566673,77.48945182,-0.54,7,154,Water leakage on road,Twitter,negative,On-Time,48.95,1,Q1,Monday,0.116666667
5070,28-06-2025 12:00,Graffiti,Resolved,10,Malleshwaram,62,12.8816831,77.57395408,0.15,-5,137,Illegal parking,Call Center,neutral,Early,9.0,6,Q2,Saturday,-0.083333333
5071,26-12-2025 01:00,Noise,In Progress,12,Marathahalli,110,12.96368921,77.70661565,0.74,4,123,Garbage not collected,Call Center,positive,On-Time,56.81,12,Q4,Friday,0.066666667
5072,11-10-2025 09:00,Water Leak,In Progress,18,BTM Layout,150,13.07454748,77.5222771,0.97,8,108,Illegal parking,Twitter,positive,On-Time,76.13,10,Q4,Saturday,0.133333333
5073,08-02-2025 06:00,Pothole,Resolved,14,Whitefield,53,12.97264541,77.63650774,0.17,11,112,Pothole near school,Call Center,neutral,Slight Delay,32.27,2,Q1,Saturday,0.183333333
5074,21-01-2025 18:00,Pothole,In Progress,10,Koramangala,160,12.96326937,77.71162887,-0.69,20,185,Broken footpath,Twitter,negative,Heavy Delay,75.88,1,Q1,Tuesday,0.333333333
5075,28-04-2025 01:00,Water Leak,Resolved,10,Koramangala,76,13.04689235,77.73032313,0.54,10,117,Noise from bar at night,Call Center,positive,Slight Delay,53.09,4,Q2,Monday,0.166666667
5076,26-07-2025 17:00,Water Leak,Open,18,Jayanagar,55,12.91695752,77.74813708,0.99,9,109,Pothole near school,Twitter,positive,On-Time,78.71,7,Q3,Saturday,0.15
5077,07-06-2025 11:00,Water Leak,In Progress,1,Basavanagudi,22,12.87376719,77.67888715,-0.05,5,111,Illegal parking,Mobile App,neutral,On-Time,16.79,6,Q2,Saturday,0.083333333
5078,30-03-2025 06:00,Graffiti,Resolved,15,Malleshwaram,166,12.90239316,77.47250304,-0.23,17,193,Illegal parking,Call Center,negative,Slight Delay,44.14,3,Q1,Sunday,0.283333333
5079,24-09-2025 07:00,Noise,In Progress,8,Basavanagudi,178,13.04782521,77.7114386,0.11,6,146,Broken footpath,Email,neutral,On-Time,21.77,9,Q3,Wednesday,0.1
5080,07-01-2025 01:00,Water Leak,Resolved,3,HSR Layout,103,13.01926198,77.71569106,-0.67,-5,182,Pothole near school,Mobile App,negative,Early,40.2,1,Q1,Tuesday,-0.083333333
5081,27-11-2025 22:00,Noise,Open,18,Koramangala,194,12.8728833,77.61718485,0.94,-3,182,Pothole near school,Email,positive,Early,59.16,11,Q4,Thursday,-0.05
5082,10-07-2025 05:00,Streetlight,Open,9,Malleshwaram,45,13.01677329,77.4702295,0.68,5,109,Pothole near school,Mobile App,positive,On-Time,54.59,7,Q3,Thursday,0.083333333
5083,09-01-2025 00:00,Pothole,In Progress,16,Jayanagar,119,13.08288787,77.59299959,-0.77,15,100,Graffiti on wall,Mobile App,negative,Slight Delay,73.79,1,Q1,Thursday,0.25
5084,05-08-2025 03:00,Pothole,In Progress,15,Basavanagudi,8,12.86123874,77.51321001,0.89,5,156,Streetlight not working,Mobile App,positive,On-Time,67.19,8,Q3,Tuesday,0.083333333
5085,04-10-2025 13:00,Garbage,Resolved,5,Yelahanka,65,13.00410452,77.58263212,0.89,-1,170,Illegal parking,Email,positive,Early,58.92,10,Q4,Saturday,-0.016666667
5086,10-12-2025 11:00,Streetlight,Resolved,13,Malleshwaram,168,12.94479114,77.66723794,-0.37,9,110,Streetlight not working,Mobile App,negative,On-Time,41.51,12,Q4,Wednesday,0.15
5087,11-04-2025 10:00,Water Leak,In Progress,20,Malleshwaram,5,12.97525786,77.65026519,0.24,21,152,Broken footpath,Call Center,positive,Heavy Delay,50.26,4,Q2,Friday,0.35
5088,17-03-2025 20:00,Water Leak,Resolved,7,Marathahalli,45,12.9820447,77.68399755,-0.78,14,103,Water leakage on road,Call Center,negative,Slight Delay,73.01,3,Q1,Monday,0.233333333
5089,04-05-2025 12:00,Graffiti,Resolved,16,Yelahanka,46,13.04276152,77.59295682,-0.83,18,199,Water leakage on road,Call Center,negative,Slight Delay,81.52,5,Q2,Sunday,0.3
5090,16-04-2025 01:00,Streetlight,Resolved,7,Indiranagar,164,12.98925313,77.60323762,0.0,10,160,Noise from bar at night,Mobile App,neutral,Slight Delay,20.69,4,Q2,Wednesday,0.166666667
5091,18-04-2025 00:00,Water Leak,In Progress,16,Malleshwaram,145,12.99827141,77.73070677,-0.9,-3,184,Garbage not collected,Twitter,negative,Early,56.76,4,Q2,Friday,-0.05
5092,03-09-2025 02:00,Garbage,Open,13,Koramangala,169,12.93322796,77.63935511,0.75,2,185,Water leakage on road,Twitter,positive,On-Time,54.66,9,Q3,Wednesday,0.033333333
5093,19-03-2025 19:00,Noise,Open,17,Jayanagar,158,12.88148632,77.67426219,0.86,10,109,Graffiti on wall,Call Center,positive,Slight Delay,72.29,3,Q1,Wednesday,0.166666667
5094,08-11-2025 01:00,Pothole,Resolved,9,HSR Layout,180,13.02068308,77.64935517,-0.87,10,186,Streetlight not working,Mobile App,negative,Slight Delay,72.89,11,Q4,Saturday,0.166666667
5095,13-11-2025 18:00,Streetlight,In Progress,12,BTM Layout,79,12.85012054,77.64214562,-0.91,16,104,Pothole near school,Email,negative,Slight Delay,83.57,11,Q4,Thursday,0.266666667
5096,14-05-2025 07:00,Pothole,Resolved,13,Yelahanka,148,12.93217929,77.72406264,-0.56,-2,160,Water leakage on road,Email,negative,Early,37.74,5,Q2,Wednesday,-0.033333333
5097,12-09-2025 07:00,Noise,Open,9,Whitefield,164,12.90451099,77.55694574,0.86,20,175,Pothole near school,Call Center,positive,Heavy Delay,86.08,9,Q3,Friday,0.333333333
5098,11-01-2025 00:00,Streetlight,Resolved,5,BTM Layout,66,12.94713336,77.5783071,0.54,21,129,Illegal parking,Mobile App,positive,Heavy Delay,68.26,1,Q1,Saturday,0.35
5099,24-05-2025 08:00,Noise,Open,7,BTM Layout,173,12.92781701,77.56392512,0.35,9,156,Graffiti on wall,Email,positive,On-Time,40.31,5,Q2,Saturday,0.15
5100,12-07-2025 23:00,Water Leak,In Progress,1,Koramangala,4,13.02605427,77.67955907,0.55,13,132,Noise from bar at night,Email,positive,Slight Delay,57.83,7,Q3,Saturday,0.216666667
5101,11-12-2025 18:00,Water Leak,Resolved,4,Basavanagudi,178,12.91505151,77.71052588,-0.6,20,136,Noise from bar at night,Email,negative,Heavy Delay,70.48,12,Q4,Thursday,0.333333333
5102,31-07-2025 13:00,Water Leak,In Progress,4,BTM Layout,88,12.99018759,77.55725072,-0.49,9,181,Streetlight not working,Twitter,negative,On-Time,48.71,7,Q3,Thursday,0.15
5103,07-06-2025 00:00,Noise,Resolved,16,Jayanagar,55,12.96394261,77.49270412,-0.36,7,167,Illegal parking,Twitter,negative,On-Time,38.15,6,Q2,Saturday,0.116666667
5104,30-11-2025 03:00,Noise,Resolved,5,BTM Layout,59,13.05026438,77.59823199,0.21,22,190,Streetlight not working,Email,positive,Heavy Delay,49.84,11,Q4,Sunday,0.366666667
5105,25-09-2025 21:00,Noise,Resolved,4,Basavanagudi,170,12.95702312,77.74529856,0.22,4,122,Noise from bar at night,Mobile App,positive,On-Time,25.61,9,Q3,Thursday,0.066666667
5106,31-05-2025 05:00,Pothole,Resolved,6,Marathahalli,2,13.06596902,77.51110453,-0.58,-4,169,Overflowing garbage,Email,negative,Early,36.18,5,Q2,Saturday,-0.066666667
5107,01-04-2025 13:00,Noise,Resolved,3,Malleshwaram,46,12.85003644,77.58560028,-0.13,0,106,Pothole near school,Email,neutral,On-Time,14.7,4,Q2,Tuesday,0.0
5108,01-10-2025 16:00,Water Leak,In Progress,8,Indiranagar,2,13.00120909,77.53141604,0.38,11,118,Broken footpath,Twitter,positive,Slight Delay,44.87,10,Q4,Wednesday,0.183333333
5109,19-04-2025 09:00,Garbage,In Progress,17,Koramangala,178,12.85245175,77.72680367,-0.38,20,114,Noise from bar at night,Mobile App,negative,Heavy Delay,57.28,4,Q2,Saturday,0.333333333
5110,21-04-2025 17:00,Noise,Open,18,Marathahalli,129,13.02848358,77.61527519,-0.85,2,185,Pothole near school,Call Center,negative,On-Time,60.66,4,Q2,Monday,0.033333333
5111,11-09-2025 08:00,Garbage,Resolved,18,Jayanagar,13,12.9087306,77.62362334,-0.61,10,131,Pothole near school,Mobile App,negative,Slight Delay,57.29,9,Q3,Thursday,0.166666667
5112,02-11-2025 05:00,Water Leak,Open,12,Jayanagar,70,12.94499531,77.45247837,-0.67,23,178,Pothole near school,Mobile App,negative,Heavy Delay,78.82,11,Q4,Sunday,0.383333333
5113,31-03-2025 23:00,Noise,In Progress,1,Basavanagudi,22,12.94510938,77.64583393,0.26,15,158,Pothole near school,Twitter,positive,Slight Delay,43.19,3,Q1,Monday,0.25
5114,09-06-2025 14:00,Pothole,Open,12,HSR Layout,17,13.0616056,77.54190573,-0.86,7,169,Water leakage on road,Mobile App,negative,On-Time,68.15,6,Q2,Monday,0.116666667
5115,13-12-2025 09:00,Pothole,In Progress,11,Koramangala,187,12.87552319,77.6040249,0.77,17,169,Garbage not collected,Twitter,positive,Slight Delay,76.54,12,Q4,Saturday,0.283333333
5116,02-07-2025 00:00,Garbage,Resolved,13,Koramangala,86,13.01672424,77.60932021,-0.83,22,105,Pothole near school,Mobile App,negative,Heavy Delay,87.04,7,Q3,Wednesday,0.366666667
5117,24-02-2025 21:00,Graffiti,Open,3,Marathahalli,70,13.09531421,77.62766736,0.2,6,175,Noise from bar at night,Twitter,neutral,On-Time,27.17,2,Q1,Monday,0.1
5118,07-07-2025 05:00,Pothole,Open,8,BTM Layout,116,12.85559611,77.69706182,0.86,10,165,Broken footpath,Mobile App,positive,Slight Delay,72.29,7,Q3,Monday,0.166666667
5119,21-02-2025 06:00,Pothole,Open,3,Malleshwaram,3,13.09147355,77.53968039,-0.88,1,188,Broken footpath,Mobile App,negative,On-Time,61.08,2,Q1,Friday,0.016666667
5120,17-02-2025 05:00,Pothole,Open,17,BTM Layout,110,12.85460118,77.52684842,-0.23,21,103,Illegal parking,Mobile App,negative,Heavy Delay,49.66,2,Q1,Monday,0.35
5121,13-11-2025 23:00,Water Leak,Resolved,13,HSR Layout,198,13.06028736,77.68874265,-0.34,4,169,Illegal parking,Mobile App,negative,On-Time,32.81,11,Q4,Thursday,0.066666667
5122,24-02-2025 05:00,Pothole,In Progress,10,Yelahanka,81,13.0903111,77.66561557,-0.31,0,156,Graffiti on wall,Call Center,negative,On-Time,25.5,2,Q1,Monday,0.0
5123,21-03-2025 14:00,Streetlight,In Progress,17,Yelahanka,177,13.09825685,77.51768448,0.2,-1,160,Overflowing garbage,Call Center,neutral,Early,17.52,3,Q1,Friday,-0.016666667
5124,03-12-2025 18:00,Noise,Resolved,3,Whitefield,178,12.96478034,77.45025091,-0.48,12,155,Water leakage on road,Twitter,negative,Slight Delay,52.25,12,Q4,Wednesday,0.2
5125,04-12-2025 19:00,Pothole,In Progress,13,Marathahalli,101,13.06673938,77.6497809,-0.95,10,113,Pothole near school,Call Center,negative,Slight Delay,77.69,12,Q4,Thursday,0.166666667
5126,29-11-2025 02:00,Graffiti,Open,6,Basavanagudi,35,12.88058489,77.49715341,0.92,-3,182,Pothole near school,Email,positive,Early,57.96,11,Q4,Saturday,-0.05
5127,21-03-2025 20:00,Graffiti,Resolved,14,HSR Layout,151,12.95634608,77.73709888,0.5,-3,106,Streetlight not working,Call Center,positive,Early,32.76,3,Q1,Friday,-0.05
5128,19-10-2025 12:00,Pothole,In Progress,10,Malleshwaram,135,12.92699374,77.63132219,-0.73,-1,153,Broken footpath,Twitter,negative,Early,49.32,10,Q4,Sunday,-0.016666667
5129,25-04-2025 21:00,Pothole,Resolved,20,Koramangala,50,12.94879426,77.70489555,-0.09,-4,181,Overflowing garbage,Email,neutral,Early,6.78,4,Q2,Friday,-0.066666667
5130,27-09-2025 08:00,Streetlight,Resolved,16,Jayanagar,10,13.02549521,77.69168646,-0.87,21,157,Broken footpath,Call Center,negative,Heavy Delay,88.06,9,Q3,Saturday,0.35
5131,08-01-2025 10:00,Pothole,In Progress,18,HSR Layout,183,12.87187005,77.61733932,-0.94,-5,160,Graffiti on wall,Email,negative,Early,56.4,1,Q1,Wednesday,-0.083333333
5132,23-09-2025 02:00,Pothole,In Progress,13,Malleshwaram,19,13.09954099,77.58150521,-0.9,-2,171,Noise from bar at night,Email,negative,Early,58.14,9,Q3,Tuesday,-0.033333333
5133,28-12-2025 19:00,Noise,Resolved,10,HSR Layout,23,13.00876679,77.59903952,0.51,4,127,Garbage not collected,Email,positive,On-Time,43.01,12,Q4,Sunday,0.066666667
5134,03-01-2025 12:00,Graffiti,Resolved,6,BTM Layout,95,13.0683794,77.69089662,-0.11,7,184,Broken footpath,Twitter,neutral,On-Time,23.15,1,Q1,Friday,0.116666667
5135,06-10-2025 09:00,Streetlight,In Progress,10,Whitefield,64,13.05742389,77.64213521,0.69,-3,154,Streetlight not working,Call Center,positive,Early,44.16,10,Q4,Monday,-0.05
5136,01-05-2025 15:00,Graffiti,Resolved,5,Malleshwaram,161,13.04149939,77.51171515,-0.39,5,198,Garbage not collected,Twitter,negative,On-Time,37.19,5,Q2,Thursday,0.083333333
5137,25-01-2025 09:00,Streetlight,In Progress,6,BTM Layout,194,12.85980588,77.63280654,0.55,-3,173,Illegal parking,Twitter,positive,Early,35.76,1,Q1,Saturday,-0.05
5138,31-08-2025 15:00,Graffiti,Resolved,7,Marathahalli,96,12.97911677,77.57139997,-0.84,22,152,Broken footpath,Call Center,negative,Heavy Delay,87.64,8,Q3,Sunday,0.366666667
5139,23-01-2025 06:00,Pothole,Resolved,11,Jayanagar,97,12.93203709,77.46838925,0.27,4,191,Illegal parking,Twitter,positive,On-Time,28.61,1,Q1,Thursday,0.066666667
5140,25-05-2025 06:00,Graffiti,Resolved,16,Basavanagudi,9,12.87823478,77.56438076,-0.28,21,182,Noise from bar at night,Mobile App,negative,Heavy Delay,52.66,5,Q2,Sunday,0.35
5141,17-06-2025 03:00,Graffiti,In Progress,12,Whitefield,125,12.93574755,77.51828046,-0.45,16,143,Pothole near school,Call Center,negative,Slight Delay,55.97,6,Q2,Tuesday,0.266666667
5142,22-05-2025 14:00,Streetlight,Open,12,Malleshwaram,157,13.01120076,77.70157536,0.63,22,198,Broken footpath,Mobile App,positive,Heavy Delay,75.04,5,Q2,Thursday,0.366666667
5143,31-03-2025 19:00,Garbage,In Progress,20,Malleshwaram,18,12.90765661,77.48149984,-0.9,3,127,Water leakage on road,Call Center,negative,On-Time,65.03,3,Q1,Monday,0.05
5144,06-09-2025 14:00,Streetlight,Resolved,5,Indiranagar,82,12.96114886,77.55818703,0.9,20,145,Garbage not collected,Call Center,positive,Heavy Delay,88.48,9,Q3,Saturday,0.333333333
5145,02-11-2025 09:00,Streetlight,Open,16,BTM Layout,29,12.95112356,77.65864759,0.57,23,148,Illegal parking,Twitter,positive,Heavy Delay,72.82,11,Q4,Sunday,0.383333333
5146,17-10-2025 21:00,Streetlight,Open,6,Koramangala,116,12.86311574,77.71921758,-0.29,4,166,Water leakage on road,Twitter,negative,On-Time,29.81,10,Q4,Friday,0.066666667
5147,10-08-2025 21:00,Water Leak,Resolved,9,Marathahalli,83,13.00702063,77.55059501,0.98,21,126,Streetlight not working,Twitter,positive,Heavy Delay,94.66,8,Q3,Sunday,0.35
5148,21-12-2025 22:00,Water Leak,In Progress,5,Marathahalli,61,13.00471173,77.63193156,-0.6,7,180,Pothole near school,Email,negative,On-Time,52.55,12,Q4,Sunday,0.116666667
5149,15-07-2025 23:00,Water Leak,Open,16,Malleshwaram,133,13.09160363,77.56209488,-0.2,24,178,Graffiti on wall,Call Center,negative,Heavy Delay,52.0,7,Q3,Tuesday,0.4
5150,23-04-2025 18:00,Streetlight,Open,18,Marathahalli,105,12.9245013,77.51086434,0.77,12,138,Illegal parking,Email,positive,Slight Delay,69.65,4,Q2,Wednesday,0.2
5151,01-01-2025 01:00,Garbage,In Progress,19,Whitefield,114,12.95473776,77.54771534,0.99,15,185,Graffiti on wall,Twitter,positive,Slight Delay,86.99,1,Q1,Wednesday,0.25
5152,13-12-2025 12:00,Streetlight,In Progress,12,Basavanagudi,69,12.95090941,77.64077065,-0.52,12,183,Water leakage on road,Mobile App,negative,Slight Delay,54.65,12,Q4,Saturday,0.2
5153,16-02-2025 00:00,Pothole,Open,2,Yelahanka,184,13.07993598,77.6649018,0.49,16,126,Garbage not collected,Mobile App,positive,Slight Delay,58.37,2,Q1,Sunday,0.266666667
5154,19-03-2025 13:00,Garbage,In Progress,10,Basavanagudi,118,12.95216233,77.56118168,-0.39,11,134,Streetlight not working,Call Center,negative,Slight Delay,45.47,3,Q1,Wednesday,0.183333333
5155,08-08-2025 13:00,Water Leak,Open,12,Basavanagudi,180,12.96069104,77.49575961,0.53,11,146,Overflowing garbage,Email,positive,Slight Delay,53.87,8,Q3,Friday,0.183333333
5156,17-10-2025 07:00,Graffiti,Resolved,14,Basavanagudi,15,12.91308613,77.49186725,-0.75,19,151,Pothole near school,Call Center,negative,Slight Delay,78.1,10,Q4,Friday,0.316666667
5157,13-12-2025 16:00,Graffiti,In Progress,18,Indiranagar,90,12.85029204,77.69378423,-0.33,20,168,Streetlight not working,Twitter,negative,Heavy Delay,54.28,12,Q4,Saturday,0.333333333
5158,19-01-2025 05:00,Noise,Open,19,Koramangala,88,12.87761267,77.64598206,-0.85,-1,165,Graffiti on wall,Email,negative,Early,56.52,1,Q1,Sunday,-0.016666667
5159,21-07-2025 22:00,Garbage,In Progress,6,Yelahanka,83,13.02597229,77.66840924,-0.02,3,140,Water leakage on road,Mobile App,neutral,On-Time,12.23,7,Q3,Monday,0.05
5160,11-05-2025 09:00,Water Leak,In Progress,5,Yelahanka,20,13.0206239,77.59647627,0.4,6,149,Garbage not collected,Twitter,positive,On-Time,39.17,5,Q2,Sunday,0.1
5161,03-12-2025 17:00,Garbage,Open,16,Basavanagudi,107,12.93063264,77.58719593,-0.24,6,144,Illegal parking,Twitter,negative,On-Time,29.57,12,Q4,Wednesday,0.1
5162,07-02-2025 13:00,Garbage,Resolved,14,Yelahanka,73,12.96825156,77.51334504,0.23,18,119,Illegal parking,Twitter,positive,Slight Delay,45.52,2,Q1,Friday,0.3
5163,13-08-2025 22:00,Graffiti,Open,13,Malleshwaram,92,12.9243446,77.50050191,0.14,19,170,Noise from bar at night,Email,neutral,Slight Delay,41.5,8,Q3,Wednesday,0.316666667
5164,06-10-2025 06:00,Streetlight,In Progress,2,Whitefield,16,13.0327291,77.496174,-0.41,19,135,Broken footpath,Twitter,negative,Slight Delay,57.7,10,Q4,Monday,0.316666667
5165,19-08-2025 09:00,Pothole,Open,2,Koramangala,75,13.06062484,77.74753659,-0.03,18,171,Graffiti on wall,Mobile App,neutral,Slight Delay,33.52,8,Q3,Tuesday,0.3
5166,03-10-2025 04:00,Noise,In Progress,12,Marathahalli,98,13.07477632,77.69626752,-0.86,13,190,Overflowing garbage,Twitter,negative,Slight Delay,76.43,10,Q4,Friday,0.216666667
5167,13-06-2025 06:00,Water Leak,Open,1,Whitefield,153,12.89346783,77.63783888,-0.08,1,169,Graffiti on wall,Email,neutral,On-Time,13.08,6,Q2,Friday,0.016666667
